"date" "usdvnd" "eurusd" "usdcny" "usdjpy" "usdkrw" "usdsgd" "usdtwd" "usdthb"
2011-05-03 20532.5 1.4822 6.50395 80.965 1075.295 1.22885 28.59 30.091
2011-05-04 20635 1.483 6.4992 80.635 1078.595 1.23145 28.66 30.0995
2011-05-05 20595 1.4542 6.49405 80.325 1084.645 1.2407 28.76 30.265
2011-05-09 20587.5 1.4358 6.4985 80.265 1077.345 1.2322 28.665 30.0895
2011-05-10 20560 1.4411 6.4965 80.865 1078.545 1.23155 28.55 30.0555
2011-05-11 20585 1.4198 6.4965 81.155 1081.545 1.2361 28.57 30.267
2011-05-12 20585 1.4241 6.50005 80.995 1087.645 1.2393 28.585 30.2645
2011-05-16 20639.5 1.4161 6.5125 80.85 1096.245 1.25035 28.87 30.4105
2011-05-17 20717 1.4236 6.50595 81.425 1086.045 1.24565 28.885 30.23
2011-05-18 20767.5 1.4251 6.508 81.685 1089.345 1.23985 28.8595 30.291
2011-05-19 20772.5 1.4309 6.50495 81.685 1082.145 1.2374 28.795 30.139
2011-05-23 20675 1.4048 6.51 81.935 1095.495 1.2489 28.965 30.34
2011-05-24 20585 1.4103 6.504 82.005 1093.945 1.2473 28.875 30.4075
2011-05-25 20692.5 1.4083 6.4975 82.035 1103.045 1.2475 28.965 30.477
2011-05-26 20620 1.4135 6.49205 81.365 1085.645 1.2438 28.865 30.3335
2011-05-30 20553 1.4287 6.498 80.955 1079.045 1.23505 28.755 30.313
2011-05-31 20543 1.4396 6.48645 81.505 1076.745 1.23345 28.665 30.2815
2011-06-01 20592.5 1.433 6.47895 80.875 1084.745 1.23935 28.685 30.4335
2011-06-02 20542.5 1.4491 6.4875 80.955 1077.095 1.23295 28.645 30.1775
2011-06-06 20585 1.4578 6.4835 80.115 1082.345 1.2306 28.675 30.378
2011-06-07 20592.5 1.4688 6.48195 80.115 1080.795 1.2272 28.6695 30.2625
2011-06-08 20617.5 1.4578 6.4755 79.91 1080.995 1.23385 28.725 30.4105
2011-06-09 20617.5 1.4513 6.47695 80.39 1085.245 1.2303 28.7205 30.4455
2011-06-13 20565 1.4416 6.4875 80.225 1082.245 1.23555 28.835 30.371
2011-06-14 20560 1.4443 6.47975 80.525 1084.745 1.23055 28.805 30.5095
2011-06-15 20545 1.4163 6.485 80.965 1087.295 1.23795 28.885 30.647
2011-06-16 20565 1.4216 6.47895 80.605 1087.245 1.24015 28.955 30.4785
2011-06-20 20717.5 1.4309 6.47845 80.275 1083.845 1.23595 28.945 30.569
2011-06-21 20670 1.4399 6.472 80.25 1078.945 1.23225 28.875 30.482
2011-06-22 20650 1.4335 6.4654 80.335 1079.845 1.2335 28.825 30.5555
2011-06-23 20617.5 1.4265 6.4715 80.415 1076.145 1.23585 28.87 30.363
2011-06-27 20587.5 1.4287 6.4865 80.915 1084.945 1.2415 29.045 30.73
2011-06-28 20615 1.4369 6.46945 81.035 1080.645 1.23905 28.9095 30.9535
2011-06-29 20610 1.4435 6.46645 80.805 1073.045 1.23335 28.835 30.797
2011-06-30 20530.5 1.4493 6.4642 80.565 1069.145 1.22795 28.8575 30.6955
2011-07-04 20606.5 1.4541 6.46305 80.745 1061.945 1.22555 28.695 30.4035
2011-07-05 20595 1.4423 6.46695 81.085 1068.945 1.2288 28.7805 30.5615
2011-07-06 20590 1.4316 6.471 80.945 1067.845 1.22805 28.835 30.4905
2011-07-07 20575 1.4359 6.467 81.225 1063.445 1.2231 28.725 30.2875
2011-07-11 20585 1.4048 6.472 80.225 1056.745 1.2276 28.87 30.28
2011-07-12 20555 1.3973 6.463 79.155 1068.595 1.22515 28.825 30.422
2011-07-13 20565 1.424 6.49315 78.665 1052.345 1.21725 28.825 30.065
2011-07-14 20597.5 1.4146 6.43235 79.145 1058.745 1.2171 28.855 30.146
2011-07-18 20545 1.4104 6.474 79.055 1057.745 1.2168 28.975 29.892
2011-07-19 20582.5 1.4155 6.46625 79.165 1060.245 1.2153 28.93 29.921
2011-07-20 20585 1.4222 6.46 78.845 1052.445 1.21405 28.9 29.8325
2011-07-21 20572.5 1.442 6.4585 78.545 1051.245 1.2105 28.805 29.782
2011-07-25 20557.5 1.4378 6.4465 78.235 1052.645 1.20735 28.84 29.699
2011-07-26 20582.5 1.4514 6.4425 77.955 1048.645 1.2033 28.77 29.658
2011-07-27 20590 1.4369 6.44305 77.91 1053.445 1.20385 28.82 29.749
2011-07-28 20587.5 1.4328 6.4437 77.695 1050.245 1.2024 28.79 29.663
2011-08-01 20585 1.4254 6.4385 77.385 1047.945 1.20225 28.815 29.621
2011-08-02 20535 1.4191 6.443 77.375 1056.645 1.2065 28.89 29.833
2011-08-03 20568.5 1.4365 6.439 76.985 1056.795 1.20535 28.87 29.6655
2011-08-04 20742 1.4093 6.4425 79.185 1066.245 1.22375 29.135 29.998
2011-08-08 20613.5 1.4164 6.439 77.845 1089.545 1.223 29.085 30.0645
2011-08-09 20785 1.4392 6.4352 77.245 1076.945 1.20805 29.075 29.6475
2011-08-10 20795 1.4163 6.4352 76.765 1082.445 1.2209 29.003 29.9605
2011-08-11 20825 1.4238 6.3985 76.875 1077.445 1.21035 28.805 29.94
2011-08-15 20612.5 1.4449 6.395 76.805 1067.595 1.20115 28.655 29.57
2011-08-16 20764 1.44 6.395 76.825 1069.945 1.20115 28.8905 29.887
2011-08-17 20804 1.4426 6.392 76.595 1069.045 1.20195 28.9095 29.8775
2011-08-18 20785 1.4323 6.3925 76.545 1076.445 1.21785 29.045 29.8775
2011-08-22 20825 1.4358 6.405 76.84 1085.745 1.20925 29.055 29.8875
2011-08-23 20825 1.4435 6.4015 76.655 1077.145 1.20425 28.955 29.8205
2011-08-24 20835 1.4409 6.39245 76.965 1083.745 1.2068 29.015 29.9
2011-08-25 20837.5 1.4374 6.3948 77.465 1089.245 1.21115 29.065 30.0195
2011-08-29 20842.5 1.45145 6.37695 76.855 1073.795 1.20455 29.005 29.984
2011-08-30 20817.5 1.4439 6.38085 76.735 1072.295 1.2061 29.045 29.9955
2011-08-31 20837.5 1.438 6.3797 76.675 1066.445 1.20395 28.9895 29.9975
2011-09-01 20832.5 1.4259 6.38145 76.945 1063.745 1.2044 28.985 30.012
2011-09-05 20843 1.4095 6.387 76.945 1070.395 1.20775 29.0395 29.9345
2011-09-06 20842.5 1.4006 6.39045 77.515 1077.145 1.2102 29.12 29.9465
2011-09-07 20837.5 1.4094 6.39295 77.215 1068.145 1.20775 29.115 29.9205
2011-09-08 20842.5 1.3885 6.38695 77.515 1080.995 1.21535 29.14 30.161
2011-09-12 20837.5 1.3661 6.38905 77.115 1075.095 1.23455 29.465 30.1025
2011-09-13 20820 1.3679 6.39905 76.915 1077.295 1.2397 29.585 30.2
2011-09-14 20835 1.3742 6.39555 76.705 1077 1.2444 29.65 30.285
2011-09-15 20895 1.3883 6.393 76.715 1113.5 1.2418 29.67 30.295
2011-09-19 20835 1.3675 6.38705 76.565 1134.65 1.2614 29.84 30.57
2011-09-20 20835 1.3702 6.3885 76.455 1139.6 1.25975 29.89 30.405
2011-09-21 20895 1.3588 6.386 76.435 1152.7 1.2924 29.985 30.635
2011-09-22 20815 1.3457 6.3925 76.285 1179.7 1.3056 30.65 30.81
2011-09-26 20835 1.3528 6.4025 76.375 1181.8 1.2934 30.465 31.115
2011-09-27 20852.5 1.3588 6.4025 76.735 1164.6 1.28335 30.29 30.855
2011-09-28 20842.5 1.3526 6.4025 76.525 1167.645 1.2993 30.43 31.065
2011-09-29 20835 1.3583 6.398 76.825 1171.845 1.29655 30.46 31.185
2011-10-03 20842.5 1.3192 6.3795 76.625 1191.845 1.31805 30.56 31.2
2011-10-04 20815 1.3337 6.38505 76.845 1196.245 1.30735 30.6 31.165
2011-10-05 20842.5 1.3348 6.3795 76.785 1185.145 1.3016 30.545 31.145
2011-10-06 20842.5 1.3429 6.3795 76.685 1180.345 1.29925 30.55 31.025
2011-10-10 20805 1.3636 6.3795 76.675 1159.845 1.2759 30.27 30.835
2011-10-11 20842.5 1.3651 6.37555 76.675 1168.945 1.28265 30.405 30.935
2011-10-12 20845 1.3778 6.363 77.255 1153.045 1.2764 30.29 30.805
2011-10-13 20864 1.37765 6.384 76.871 1159.3 1.27805 30.279 30.885
2011-10-17 20913 1.37335 6.3711 76.848 1148.6 1.2745 30.127 30.615
2011-10-18 20916 1.3735 6.3819 76.789 1149.66 1.2687 30.194 30.745
2011-10-19 20943 1.3759 6.3795 76.825 1133.85 1.2678 30.107 30.74
2011-10-20 20945 1.3775 6.3854 76.843 1147.3 1.27465 30.3 31.008
2011-10-24 20953 1.39315 6.3763 76.1225 1133.04 1.26385 30.112 30.835
2011-10-25 20960 1.3909 6.362 76.0775 1131.33 1.2631 30.134 30.795
2011-10-26 20948 1.3893 6.3549 76.2405 1132.8 1.269 30.137 30.791
2011-10-27 20957 1.41825 6.3605 75.973 1110.55 1.2431 30.1 30.505
2011-10-31 21005 1.3846 6.3562 78.26 1112.5 1.25505 29.955 30.725
2011-11-01 21005 1.3678 6.356 78.377 1122.38 1.2779 30.105 30.905
2011-11-02 21010 1.37185 6.3571 78.117 1121.63 1.27605 30.12 30.785
2011-11-03 21005 1.3812 6.3543 78.062 1127.6 1.26515 30.25 30.675
2011-11-07 21013 1.37685 6.3508 78.081 1117.075 1.26925 30.166 30.645
2011-11-08 21013 1.3833 6.3478 77.739 1117 1.26645 30.055 30.675
2011-11-09 21010 1.3529 6.3415 77.754 1119.15 1.2899 30.095 30.725
2011-11-10 21013 1.36075 6.34765 77.6515 1132.33 1.2911 30.256 30.828
2011-11-14 21010 1.362 6.3567 77.129 1126.32 1.2898 30.187 30.793
2011-11-15 21010 1.35245 6.3485 77.0535 1130.84 1.2923 30.204 30.843
2011-11-16 21009 1.3454 6.34705 77.0295 1135.1 1.2962 30.235 30.84
2011-11-17 21010 1.3465 6.3519 77.0075 1137.5 1.29795 30.201 30.89
2011-11-21 21010 1.349 6.3621 76.935 1146.9 1.304 30.339 31.235
2011-11-22 21010 1.35135 6.3627 76.979 1146.55 1.301 30.312 31.21
2011-11-23 21010 1.3346 6.3616 77.2925 1159.18 1.3105 30.447 31.38
2011-11-24 21010 1.3346 6.3635 77.135 1154.95 1.30825 30.448 31.3
2011-11-28 21010 1.3313 6.3874 78.058 1152.9 1.30145 30.367 31.325
2011-11-29 21011 1.33335 6.3761 77.94 1141.15 1.29695 30.392 31.27
2011-11-30 21009 1.3438 6.3798 77.59 1140.8 1.2811 30.327 30.88
2011-12-01 21005 1.34645 6.37675 77.7235 1134.5 1.283 30.129 30.84
2011-12-05 21013 1.3397 6.342 77.8415 1130.35 1.2813 30.182 30.78
2011-12-06 21010 1.34065 6.336 77.721 1128.25 1.28355 30.201 30.86
2011-12-07 21011 1.3413 6.37 77.647 1127.15 1.2832 30.157 30.776
2011-12-08 21008 1.3345 6.357 77.639 1132.35 1.2948 30.164 30.793
2011-12-12 21006 1.3171 6.3628 77.9515 1155.2 1.3023 30.245 31.19
2011-12-13 21010 1.3035 6.3655 77.97 1163.35 1.3064 30.325 31.22
2011-12-14 21010 1.29835 6.3713 78.1 1158.28 1.3101 30.305 31.37
2011-12-15 21014 1.3018 6.3737 77.9075 1156.95 1.30825 30.361 31.43
2011-12-19 21020 1.29975 6.3287 78.031 1176.11 1.30845 30.403 31.29
2011-12-20 21005 1.30815 6.3467 77.84 1157.35 1.2981 30.364 31.24
2011-12-21 21020 1.30455 6.33885 78.045 1150.15 1.2961 30.281 31.293
2011-12-22 21015 1.30515 6.3395 78.1675 1154.15 1.2938 30.348 31.25
2011-12-26 21037 1.3055 6.3238 77.9975 1154.8 1.2922 30.335 31.288
2011-12-27 21030 1.3068 6.326 77.88 1155.95 1.2955 30.355 31.465
2011-12-28 21005 1.2939 6.326 77.9395 1157.3 1.2986 30.4 31.59
2011-12-29 21015 1.29525 6.3235 77.621 1156.4 1.3011 30.3 31.76
2012-01-02 21035 1.2936 6.299 76.888 1154.9 1.29735 30.317 31.555
2012-01-03 21030 1.30535 6.299 76.73 1144.9 1.2836 30.325 31.31
2012-01-04 21030 1.29375 6.3017 76.76 1149.43 1.28825 30.298 31.5
2012-01-05 21030 1.2792 6.306 77.12 1155.3 1.2915 30.285 31.67
2012-01-09 21037 1.27645 6.31455 76.86 1158.4 1.2958 30.213 31.8
2012-01-10 21005 1.27775 6.319 76.8455 1153 1.28885 29.885 31.63
2012-01-11 21030 1.27085 6.3178 76.886 1160.53 1.2916 29.934 31.635
2012-01-12 21037 1.28155 6.3137 76.7955 1152.3 1.2897 29.935 31.77
2012-01-16 21005 1.2657 6.3234 76.7935 1151.86 1.29165 30.018 31.91
2012-01-17 21018 1.27415 6.3189 76.84 1143.72 1.28495 29.977 31.76
2012-01-18 20969 1.2853 6.3148 76.781 1138.73 1.2776 29.963 31.75
2012-01-19 20948 1.29675 6.31455 77.1165 1133.97 1.27165 29.926 31.62
2012-01-23 20928 1.30185 6.3223 76.968 1127.55 1.2679 29.952 31.38
2012-01-24 20815 1.30315 6.338 77.685 1129.35 1.26805 29.915 31.491
2012-01-25 20940 1.31035 6.3221 77.724 1126.41 1.26165 29.932 31.6
2012-01-26 20941 1.31065 6.3141 77.45 1122.45 1.2582 29.897 31.25
2012-01-30 20968 1.31395 6.3196 76.379 1128.83 1.2581 29.802 31.15
2012-01-31 21005 1.30885 6.3064 76.284 1125.7 1.2578 29.587 31.035
2012-02-01 21013 1.31735 6.3057 76.1795 1121.08 1.2511 29.571 30.925
2012-02-02 20955 1.31455 6.30395 76.1935 1116.475 1.24725 29.533 30.871
2012-02-06 20925 1.31235 6.317 76.5765 1121.3 1.2491 29.633 30.945
2012-02-07 20905 1.32595 6.3061 76.797 1117.35 1.24545 29.605 30.88
2012-02-08 20923 1.32545 6.2972 77.0715 1117.17 1.24685 29.51 30.753
2012-02-09 20904 1.3286 6.2993 77.653 1119.42 1.2483 29.473 30.75
2012-02-13 20853 1.31705 6.2976 77.59 1121.94 1.2571 29.515 30.755
2012-02-14 20845 1.3129 6.3045 78.44 1126.8 1.26405 29.605 30.84
2012-02-15 20831 1.3058 6.2977 78.392 1121.5 1.2647 29.506 30.8
2012-02-16 20775 1.3134 6.3008 78.9 1132 1.26145 29.594 30.835
2012-02-20 20805 1.323915 6.2998 79.615 1122.2 1.25215 29.542 30.73
2012-02-21 20815 1.323485 6.2972 79.729 1125.75 1.25695 29.542 30.69
2012-02-22 20829 1.324535 6.2971 80.274 1126.1 1.2587 29.559 30.56
2012-02-23 20595 1.337385 6.2995 79.9635 1129.1 1.25273 29.583 30.295
2012-02-26 20840 1.3471 6.2976 81.4 1124 1.2537 29.53 30.32
2012-02-27 20827 1.3394 6.3022 80.451 1126.3 1.25568 29.602 30.421
2012-02-28 20825 1.34625 6.2994 80.492 1125.9 1.251165 29.572 30.328
2012-02-29 20841 1.33249 6.2966 81.31 1120.05 1.251485 29.417 30.45
2012-03-01 20820 1.33175 6.3019 81.1255 1116.26 1.2487 29.43 30.503
2012-03-04 20830 1.3196 6.298 81.86 1115 1.252 29.422 30.59
2012-03-05 20828 1.321565 6.3085 81.5175 1117.54 1.2578 29.506 30.67
2012-03-06 20833 1.3118 6.3159 80.8215 1125.25 1.26435 29.56 30.793
2012-03-07 20820 1.31515 6.311 81.16 1124.95 1.2603 29.546 30.735
2012-03-08 20815 1.327375 6.3202 81.565 1116.5 1.250555 29.55 30.57
2012-03-11 20830 1.3116 6.31 82.43 1116 1.2555 29.41 30.56
2012-03-12 20825 1.31555 6.3276 82.322 1124 1.259155 29.521 30.65
2012-03-13 20795 1.3083 6.3309 82.986 1123.68 1.2579 29.533 30.64
2012-03-14 20805 1.3032 6.3365 83.7315 1127.63 1.26805 29.588 30.78
2012-03-15 20815 1.3077 6.33 83.602 1127.95 1.26225 29.551 30.74
2012-03-18 20820 1.3184 6.3225 83.5 1125.7 1.257 29.508 30.71
2012-03-19 20825 1.32339 6.3236 83.3895 1122.4 1.25541 29.529 30.695
2012-03-20 20823 1.32289 6.3254 83.6835 1125 1.26391 29.546 30.77
2012-03-21 20854 1.32135 6.3236 83.413 1129.6 1.26499 29.563 30.783
2012-03-22 20835 1.31985 6.3004 82.626 1131.05 1.265895 29.563 30.81
2012-03-25 20885 1.3276 6.3039 82.57 1135 1.2606 29.555 30.69
2012-03-26 20885 1.3356 6.3119 82.875 1133.45 1.2574 29.602 30.69
2012-03-27 20837 1.33185 6.308 83.2015 1134.3 1.257325 29.575 30.743
2012-03-28 20835 1.33145 6.3066 82.8935 1135.55 1.25785 29.552 30.8
2012-03-29 20820 1.33015 6.3074 82.421 1137 1.257875 29.562 30.89
2012-04-02 20825 1.3317 6.2971 82.068 1126.4 1.2532 29.502 30.788
2012-04-03 20835 1.3235 6.3025 82.854 1123.5 1.25565 29.505 30.84
2012-04-04 20815 1.314005 6.2981 82.45 1131.15 1.25925 29.522 31.05
2012-04-05 20805 1.3065 6.316 82.362 1128.53 1.259495 29.526 30.99
2012-04-09 20843 1.3109 6.3096 81.5385 1138.45 1.26183 29.533 30.99
2012-04-10 20805 1.308185 6.3118 80.725 1139.8 1.26215 29.547 30.949
2012-04-11 20805 1.310995 6.3089 80.857 1144.6 1.2579 29.54 30.87
2012-04-12 20829 1.318685 6.3084 80.877 1140.55 1.25245 29.521 30.748
2012-04-16 20805 1.31329 6.3163 80.426 1138.75 1.24855 29.525 30.775
2012-04-17 20805 1.31275 6.3048 80.878 1137.575 1.24869 29.53 30.8
2012-04-18 20823 1.312125 6.304 81.285 1137.25 1.2511 29.525 30.87
2012-04-19 20805 1.31355 6.3048 81.618 1138.15 1.2513 29.501 30.895
2012-04-23 20828 1.3158 6.3096 81.168 1139.6 1.247 29.509 31
2012-04-24 20823 1.319495 6.30885 81.3185 1140.9 1.2462 29.482 30.935
2012-04-25 20825 1.3222 6.3088 81.324 1140.1 1.24305 29.495 30.94
2012-04-26 20845 1.319115 6.3102 81 1132.3 1.241715 29.275 30.84
2012-04-30 20846 1.324255 6.29 79.8205 1129.95 1.2375 29.162 30.733
2012-05-01 20835 1.32375 6.2961 80.082 1130.88 1.235965 29.159 30.733
2012-05-02 20853 1.3153 6.2783 80.125 1129.16 1.24005 29.185 30.85
2012-05-03 20851 1.31525 6.3065 80.19 1129.15 1.2437 29.215 30.938
2012-05-07 20845 1.30585 6.3003 79.9015 1138.45 1.24551 29.322 30.985
2012-05-08 20825 1.30008 6.3092 79.874 1138.15 1.24725 29.332 31
2012-05-09 20841 1.2934 6.3108 79.657 1140.45 1.25325 29.355 31.08
2012-05-10 20881 1.29311 6.3152 79.889 1142.4 1.251915 29.363 31.145
2012-05-14 20845 1.2827 6.3258 79.868 1153.5 1.2577 29.605 31.35
2012-05-15 20833 1.27345 6.3163 80.227 1155.75 1.26155 29.595 31.326
2012-05-16 20845 1.271715 6.3228 80.338 1165.65 1.26835 29.622 31.38
2012-05-17 20825 1.26871 6.3262 79.32 1163.1 1.27271 29.531 31.331
2012-05-21 20843 1.28091 6.3284 79.312 1169.05 1.26965 29.569 31.355
2012-05-22 20846 1.2684 6.324 79.965 1163.5 1.2745 29.517 31.37
2012-05-23 20825 1.2588 6.3357 79.459 1172.8 1.27745 29.546 31.55
2012-05-24 20846 1.25386 6.3462 79.59 1180.15 1.27705 29.612 31.6
2012-05-28 20845 1.25415 6.3463 79.472 1173.35 1.2772 29.615 31.66
2012-05-29 20840 1.24868 6.3491 79.527 1174.95 1.278765 29.611 31.73
2012-05-30 20865 1.23695 6.3605 79.118 1178.33 1.2881 29.805 31.856
2012-05-31 20834 1.23616 6.3695 78.36 1180.4 1.2889 29.84 31.815
2012-06-04 20884 1.2495 6.3651 78.3375 1182.1 1.28771 30.035 31.465
2012-06-05 20905 1.245 6.3703 78.758 1177.9 1.28668 29.969 31.595
2012-06-06 20985 1.25781 6.365 79.246 1174.8 1.274185 29.842 31.42
2012-06-07 20985 1.2563 6.368 79.6635 1166.45 1.27675 29.905 31.66
2012-06-11 20965 1.24673 6.3551 79.393 1172 1.2867 29.944 31.675
2012-06-12 20913 1.250595 6.3715 79.5645 1170.65 1.282 29.97 31.565
2012-06-13 20941 1.256575 6.3517 79.438 1166.8 1.282385 29.952 31.543
2012-06-14 20925 1.2628 6.373 79.385 1164.55 1.2776 29.962 31.508
2012-06-18 20940 1.25769 6.3585 79.1125 1157.35 1.27063 29.858 31.455
2012-06-19 20955 1.26884 6.3557 78.969 1156.55 1.265945 29.864 31.405
2012-06-20 20925 1.27025 6.3626 79.4655 1151.75 1.268455 29.88 31.56
2012-06-21 20921 1.2548 6.3659 80.2135 1151.7 1.27826 29.871 31.803
2012-06-25 20805 1.250215 6.3645 79.65 1162.1 1.281555 29.982 31.823
2012-06-26 20924 1.24915 6.3637 79.51 1158.55 1.27792 29.98 31.82
2012-06-27 20900 1.246915 6.3584 79.691 1156.25 1.27645 29.922 31.848
2012-06-28 20905 1.24401 6.3584 79.42 1154.5 1.2801 29.924 31.9
2012-07-02 20875 1.2584 6.3514 79.5065 1144.73 1.26725 29.909 31.546
2012-07-03 20875 1.260665 6.3554 79.8205 1134.95 1.2635 29.883 31.425
2012-07-04 20875 1.25278 6.34855 79.863 1135.8 1.26605 29.834 31.5
2012-07-05 20865 1.23894 6.3608 79.912 1133.3 1.2642 29.902 31.585
2012-07-09 20855 1.231315 6.3722 79.5615 1141.55 1.26938 29.94 31.73
2012-07-10 20864 1.2254 6.3667 79.408 1143.85 1.26865 29.96 31.69
2012-07-11 20860 1.223855 6.3704 79.7295 1141.81 1.26355 29.94 31.71
2012-07-12 20859 1.2199 6.3757 79.283 1154.95 1.26935 30.044 31.802
2012-07-16 20845 1.22707 6.3815 78.873 1146.2 1.26435 30 31.575
2012-07-17 20843 1.22851 6.3741 79.09 1143.7 1.2612 29.97 31.645
2012-07-18 20835 1.22812 6.3722 78.814 1141.98 1.2576 29.99 31.691
2012-07-19 20838 1.22765 6.3739 78.6065 1139.25 1.25405 29.973 31.645
2012-07-23 20838 1.211295 6.3872 78.3345 1150.25 1.2618 30.092 31.73
2012-07-24 20865 1.206225 6.3905 78.1795 1148.3 1.26224 30.18 31.78
2012-07-25 20865 1.21515 6.3922 78.1655 1148.9 1.25575 30.162 31.625
2012-07-26 20865 1.227935 6.3852 78.205 1146.5 1.2509 30.112 31.568
2012-07-30 20856 1.2259 6.3807 78.1605 1138.05 1.2467 30.056 31.585
2012-07-31 20859 1.22975 6.3627 78.118 1130.65 1.2453 29.982 31.52
2012-08-01 20850 1.2231 6.3697 78.426 1126.7 1.248 29.957 31.575
2012-08-02 20851 1.218445 6.3684 78.27 1131.8 1.248705 29.965 31.625
2012-08-06 20851 1.23975 6.3749 78.2565 1129.3 1.24122 29.938 31.45
2012-08-07 20845 1.23985 6.3676 78.6 1128.9 1.242085 29.938 31.485
2012-08-08 20853 1.23643 6.3623 78.437 1128.4 1.24557 29.969 31.483
2012-08-09 20835 1.23035 6.3603 78.5795 1125.55 1.244415 29.918 31.47
2012-08-13 20805 1.233295 6.3648 78.33 1128.3 1.2463 30.015 31.45
2012-08-14 20873 1.23205 6.3599 78.741 1129.85 1.24668 29.956 31.47
2012-08-15 20835 1.22876 6.3665 78.955 1130.3 1.25005 30.015 31.503
2012-08-16 20838 1.235625 6.3674 79.3275 1133.7 1.24982 30.002 31.475
2012-08-20 20825 1.2347 6.3603 79.4755 1135.65 1.2531 30.005 31.51
2012-08-21 20835 1.247085 6.3591 79.295 1131.25 1.25065 29.946 31.398
2012-08-22 20825 1.25295 6.3528 78.61 1136 1.24775 29.98 31.405
2012-08-23 20865 1.25656 6.3585 78.5485 1130.75 1.24749 30 31.162
2012-08-27 20845 1.24985 6.3579 78.7555 1135.5 1.25285 29.957 31.282
2012-08-28 20855 1.256405 6.3548 78.5435 1135.5 1.252945 29.922 31.26
2012-08-29 20855 1.253255 6.3528 78.71 1133.55 1.2541 29.938 31.333
2012-08-30 20845 1.25075 6.3506 78.6265 1134.15 1.2527 29.958 31.378
2012-09-03 20795 1.258665 6.345 78.2935 1131.6 1.24568 29.87 31.223
2012-09-04 20840 1.2567 6.3483 78.44 1133.3 1.2469 29.852 31.2
2012-09-05 20840 1.26025 6.3502 78.4015 1135.95 1.24779 29.87 31.245
2012-09-06 20835 1.263165 6.3442 78.8675 1134.25 1.24276 29.812 31.176
2012-09-10 20845 1.27578 6.3387 78.2775 1129.45 1.237 29.687 31.078
2012-09-11 20835 1.28515 6.33795 77.8035 1127.73 1.2297 29.588 31.045
2012-09-12 20815 1.29 6.3279 77.855 1126.6 1.2295 29.609 31.001
2012-09-13 20815 1.2987 6.331 77.51 1126.3 1.22505 29.635 30.888
2012-09-17 20835 1.31146 6.3182 78.731 1116.05 1.22485 29.309 30.83
2012-09-18 20833 1.3044 6.3195 78.7875 1118.5 1.225305 29.341 30.838
2012-09-19 20855 1.30465 6.311 78.355 1116.25 1.22445 29.342 30.795
2012-09-20 20860 1.2967 6.30395 78.242 1123.25 1.22395 29.38 30.86
2012-09-24 20854 1.293075 6.3103 77.8455 1120.65 1.22785 29.382 30.921
2012-09-25 20853 1.29075 6.307 77.801 1118.7 1.22835 29.342 30.925
2012-09-26 20853 1.287365 6.30205 77.7405 1119.25 1.23137 29.412 31.02
2012-09-27 20865 1.291745 6.3034 77.6265 1116.4 1.2261 29.373 30.855
2012-10-01 20858 1.28865 6.2857 78.01 1115.1 1.2302 29.315 30.753
2012-10-02 20875 1.2918 6.3253 78.1755 1113.55 1.23098 29.302 30.703
2012-10-03 20878 1.29085 6.3071 78.494 1114.08 1.23175 29.333 30.678
2012-10-04 20878 1.30176 6.3237 78.496 1112.55 1.2288 29.302 30.58
2012-10-07 20885 1.3019 6.2845 78.7 1110.42 1.2291 29.237 30.585
2012-10-08 20865 1.29681 6.2882 78.32 1111.8 1.2305 29.313 30.639
2012-10-09 20870 1.288085 6.28945 78.2575 1110.9 1.2309 29.32 30.705
2012-10-10 20835 1.284735 6.2999 78.172 1114.8 1.23085 29.333 30.72
2012-10-11 20858 1.293 6.2803 78.391 1112.98 1.2287 29.247 30.705
2012-10-14 20845 1.2948 6.2672 78.44 1111 1.2224 29.215 30.725
2012-10-15 20863 1.2947 6.2702 78.6995 1110.5 1.22175 29.236 30.71
2012-10-16 20861 1.309575 6.2647 78.89 1106.65 1.21885 29.192 30.653
2012-10-17 20861 1.31164 6.2553 79.0035 1105.7 1.21638 29.2 30.609
2012-10-18 20825 1.30689 6.2524 79.289 1104.45 1.21918 29.23 30.69
2012-10-21 20845 1.3019 6.2538 79.24 1105.66 1.222 29.218 30.745
2012-10-22 20835 1.30665 6.2555 79.9405 1104.35 1.22145 29.277 30.705
2012-10-23 20840 1.2985 6.2525 79.8715 1103.3 1.22532 29.35 30.763
2012-10-24 20830 1.297 6.2487 79.7985 1103.8 1.221895 29.295 30.735
2012-10-25 20839 1.294105 6.2446 80.37 1098.45 1.22045 29.237 30.688
2012-10-28 20840 1.2925 6.2485 79.72 1097.58 1.221 29.235 30.73
2012-10-29 20835 1.2904 6.245 79.7905 1098.1 1.22151 29.279 30.75
2012-10-30 20820 1.29635 6.245 79.6105 1091.3 1.21965 29.275 30.72
2012-10-31 20841 1.296 6.2383 79.8085 1090.35 1.2205 29.242 30.68
2012-11-01 20845 1.29425 6.2441 80.1335 1092.33 1.2201 29.206 30.71
2012-11-04 20850 1.2823 6.2415 80.48 1091.65 1.2245 29.208 30.785
2012-11-05 20828 1.279725 6.2417 80.278 1091.25 1.22478 29.252 30.785
2012-11-06 20835 1.281005 6.2466 80.385 1090.5 1.22281 29.262 30.785
2012-11-07 20845 1.2774 6.2447 79.95 1087.1 1.22255 29.121 30.785
2012-11-08 20838 1.27446 6.2439 79.51 1091.5 1.225455 29.136 30.785
2012-11-11 20840 1.2716 6.2452 79.42 1088 1.224 29.012 30.635
