"date" "usdvnd" "eurusd" "usdcny" "usdjpy" "usdkrw" "usdsgd" "usdtwd" "usdthb"
2008-01-21 15990 1.4431 7.245 105.715 948.2 1.4479 32.4332 31
2008-01-22 15982.5 1.4671 7.333 106.705 955.1 1.43495 32.2876 31
2008-01-23 15985 1.4632 7.2365 106.605 952.8 1.43405 32.45 31.3
2008-01-24 15975 1.4757 7.225 107.125 949.2 1.4267 32.3 31.35
2008-01-27 15981.8 1.4685 7.2097 106.87 946.3 1.423 32.2953 31.3878
2008-01-28 15975 1.4789 7.201 107.085 949.7 1.4206 32.305 31.41
2008-01-29 15967 1.4768 7.193 107.055 944.3 1.4218 32.27 31.35
2008-01-30 15985 1.4855 7.1945 106.255 944.6 1.4182 32.2333 31.59
2008-01-31 15970 1.4847 7.1865 106.405 943.9 1.417 32.13 31.35
2008-02-03 15969.8 1.48 7.1832 106.71 943.9 1.4145 32.0757 31.175
2008-02-04 15960 1.4828 7.1875 106.675 942.6 1.4142 32.0444 30.9
2008-02-05 15960 1.4647 7.1875 106.785 943.4 1.4216 31.9993 31.17
2008-02-06 15960 1.4622 7.193 106.405 941.6 1.4153 32.02 31.13
2008-02-07 15960 1.4494 7.193 107.355 941.6 1.4166 32.045 31.65
2008-02-10 15960 1.4524 7.1863 107.57 941.35 1.4186 31.99 31.305
2008-02-11 15960 1.4518 7.1955 106.865 945.35 1.4184 32.05 32.05
2008-02-12 15960 1.4576 7.1865 107.315 945.5 1.4155 31.7475 32.14
2008-02-13 15963 1.4571 7.2023 108.155 945.8 1.4192 31.6371 32.18
2008-02-14 15950 1.4642 7.193 107.845 945.5 1.41805 31.6849 31.97
2008-02-17 15955 1.466 7.1802 107.88 945.13 1.4136 31.7121 31.7859
2008-02-18 15947.5 1.4654 7.1665 108.14 946.2 1.4117 31.7125 31.8
2008-02-19 15942.5 1.4729 7.153 107.85 945.1 1.4137 31.6342 31.65
2008-02-20 15950 1.4714 7.139 108.06 946.1 1.4107 31.551 31.55
2008-02-21 15940 1.4821 7.1445 107.3 948.35 1.4103 31.4091 31.33
2008-02-24 15940 1.4819 7.1418 107.21 948.53 1.4067 31.375 31.3038
2008-02-25 15940 1.4829 7.1555 108.095 947.2 1.4057 31.2715 30.55
2008-02-26 15940 1.5011 7.1545 107.305 947.3 1.4044 31.1694 30.15
2008-02-27 15925 1.5118 7.145 106.385 941.1 1.3968 30.855 29.93
2008-02-28 15940 1.519 7.115 105.305 936.5 1.3944 30.76 29.4
2008-03-02 15930.9 1.5188 7.1115 103.36 938.69 1.395 30.8523 31.4
2008-03-03 15930 1.5199 7.1085 103.425 946.8 1.3913 31.0275 31.58
2008-03-04 15915 1.5202 7.111 103.465 946.9 1.3886 30.9017 31.59
2008-03-05 15925 1.5275 7.1175 103.895 948.1 1.38905 30.8 31.55
2008-03-06 15920 1.5389 7.1095 102.585 949.6 1.3887 30.82 31.56
2008-03-09 15912 1.5378 7.111 102.24 957.3 1.387 30.705 31.53
2008-03-10 15870 1.5369 7.111 101.745 965.4 1.3871 30.5877 31.52
2008-03-11 15865 1.5343 7.097 103.405 970.1 1.3881 30.525 31.55
2008-03-12 15865 1.5531 7.106 101.555 971.2 1.3836 30.63 31.56
2008-03-13 15865 1.5611 7.095 100.695 971.2 1.3795 30.6789 31.46
2008-03-16 15863 1.5726 7.0902 98.39 997.1 1.3773 30.715 31.375
2008-03-17 15865 1.5717 7.0805 97.365 997.35 1.3808 30.7877 31.42
2008-03-18 15860 1.5638 7.09 100.055 1014.5 1.3766 30.58 31.16
2008-03-19 15850 1.5642 7.0715 98.755 1009.35 1.3906 30.86 31.18
2008-03-20 15835 1.5445 7.055 99.095 1009.35 1.3901 30.5402 31.32
2008-03-23 15822 1.5414 7.0515 99.57 1002.9 1.387 30.502 31.285
2008-03-24 15820 1.541 7.06 100.705 997 1.3888 30.02 31.5
2008-03-25 15820 1.5631 7.0564 99.975 976.1 1.3811 30.08 31.52
2008-03-26 15985 1.5833 7.0195 98.985 986.4 1.3782 30.06 31.38
2008-03-27 16105 1.5812 7.0155 99.515 987.75 1.3793 30.2165 31.36
2008-03-31 16105 1.5762 7.0105 99.905 990.32 1.3757 30.415 31.49
2008-04-01 16115 1.5624 7.0165 101.745 983.8 1.378 30.155 31.5
2008-04-02 16120 1.5686 7.0235 102.305 974.6 1.379 30.345 31.52
2008-04-03 16120 1.5683 7.0155 102.245 975.5 1.3841 30.475 31.64
2008-04-07 16120 1.5705 7.006 102.365 975 1.3806 30.45 31.66
2008-04-08 16105 1.5704 7.0058 102.565 976 1.3788 30.53 31.69
2008-04-09 16115 1.5836 6.994 101.735 976 1.3769 30.46 31.83
2008-04-10 16120 1.5744 6.996 101.765 976.5 1.3573 30.275 31.55
2008-04-14 16115 1.5836 7.004 101.125 979.7 1.3582 30.3454 31.58
2008-04-15 16115 1.5787 6.996 101.845 986.8 1.358 30.2672 31.63
2008-04-16 16115 1.5943 6.9968 101.775 989.4 1.3518 30.175 31.5
2008-04-17 16105 1.5893 6.9888 102.515 992.1 1.3511 30.3046 31.43
2008-04-21 16115 1.5909 6.995 103.245 991.5 1.3526 30.275 31.5
2008-04-22 16115 1.5998 6.993 102.865 997.1 1.3502 30.2524 31.46
2008-04-23 16115 1.5884 6.985 103.455 990.9 1.3507 30.31 31.49
2008-04-24 16115 1.5681 6.99 104.295 996.35 1.3581 30.3498 31.61
2008-04-28 16125 1.5653 7.007 104.205 996.5 1.361 30.41 31.71
2008-04-29 16120 1.5566 6.9895 104.075 1004.1 1.3615 30.4474 31.7
2008-04-30 16120 1.5619 6.9915 103.955 1003.1 1.3568 30.475 31.68
2008-05-01 16120 1.5469 6.992 104.395 1002.8 1.3617 30.5271 31.67
2008-05-05 16130 1.5499 6.9925 104.935 1009.35 1.3592 30.4563 31.69
2008-05-06 16095 1.5532 6.9918 104.725 1014.35 1.3584 30.435 31.7
2008-05-07 16095 1.5397 6.9935 104.675 1031 1.3661 30.6524 31.72
2008-05-08 16145 1.5405 7.0095 103.765 1040.7 1.3735 30.8191 31.93
2008-05-12 16150 1.554 6.975 103.845 1042.8 1.3638 30.747 32.18
2008-05-13 16160 1.5469 6.993 104.665 1045.3 1.3722 30.93 32.31
2008-05-14 16160 1.5477 6.9885 104.995 1047.5 1.3793 31.0304 32.46
2008-05-15 16102.5 1.5443 6.999 104.685 1045 1.3763 30.83 32.42
2008-05-19 16175 1.5519 6.975 104.325 1040.6 1.3724 30.502 32.25
2008-05-20 16175 1.5654 6.9775 103.635 1048.1 1.3654 30.57 32
2008-05-21 16180 1.5795 6.964 102.995 1038.7 1.3573 30.4287 31.86
2008-05-22 16190 1.5724 6.947 104.125 1043.6 1.3607 30.3797 31.94
2008-05-26 16215 1.5774 6.941 103.385 1048.7 1.3623 30.4649 32.15
2008-05-27 16220 1.5679 6.9535 104.275 1042.35 1.3639 30.53 32.2
2008-05-28 16220 1.5647 6.9485 104.675 1034.5 1.3642 30.53 32.33
2008-05-29 16240 1.5512 6.942 105.575 1031.05 1.3664 30.47 32.49
2008-06-02 16250 1.554 6.9375 104.425 1024.3 1.3633 30.1772 32.57
2008-06-03 16255 1.5434 6.93 105.155 1017.1 1.3631 30.37 32.61
2008-06-04 16270 1.5427 6.944 105.265 1019.5 1.3657 30.4115 32.73
2008-06-05 16270 1.5582 6.951 105.935 1023.5 1.3653 30.3838 32.95
2008-06-09 16285 1.5642 6.928 106.285 1033.35 1.3658 30.33 33.24
2008-06-10 16295 1.5458 6.9244 107.345 1026.8 1.3738 30.4075 33.04
2008-06-11 16625 1.5556 6.9225 106.825 1030.5 1.3715 30.3824 33.09
2008-06-12 16615 1.5451 6.912 107.885 1033.7 1.3779 30.4575 33.11
2008-06-16 16600 1.5468 6.9055 108.235 1038.35 1.372 30.3735 33.3
2008-06-17 16625 1.5506 6.8963 107.965 1021.7 1.3669 30.2895 33.12
2008-06-18 16605 1.5528 6.8871 107.835 1028.5 1.36865 30.3975 33.32
2008-06-19 16620 1.5502 6.882 107.955 1026.8 1.3692 30.3985 33.44
2008-06-23 16610 1.5516 6.879 107.845 1029.35 1.3694 30.463 33.46
2008-06-24 16610 1.557 6.875 107.825 1031.7 1.3677 30.382 33.52
2008-06-25 16610 1.5666 6.8695 107.855 1034.8 1.3662 30.32 33.6
2008-06-26 16615 1.5752 6.8702 106.865 1042.8 1.3654 30.4027 33.6
2008-06-30 16845 1.5755 6.859 106.075 1046.5 1.3598 30.3378 33.44
2008-07-01 16845 1.5795 6.861 106.035 1049.6 1.3612 30.3888 33.45
2008-07-02 16840 1.5891 6.8585 105.835 1036.6 1.3591 30.4054 33.375
2008-07-03 16800 1.5697 6.856 106.815 1045 1.3622 30.39 33.35
2008-07-07 16850 1.5723 6.8635 107.135 1039.6 1.3626 30.3894 33.645
2008-07-08 16850 1.5667 6.8625 107.425 1026.5 1.3633 30.3929 33.705
2008-07-09 17000 1.5739 6.8648 106.805 1028 1.3586 30.4239 33.63
2008-07-10 16845 1.5785 6.8475 107.065 998 1.3599 30.4482 33.68
2008-07-14 16840 1.5903 6.8495 106.185 1004.35 1.3527 30.395 33.665
2008-07-15 16835 1.5913 6.826 104.655 1006.35 1.3482 30.3656 33.475
2008-07-16 16825 1.582 6.8155 105.105 1007.35 1.349 30.41 33.545
2008-07-17 16825 1.5859 6.8255 106.155 1008.6 1.3522 30.3101 33.485
2008-07-21 16800 1.5926 6.834 106.425 1018 1.3509 30.34 33.36
2008-07-22 16755 1.5787 6.8262 107.295 1017.5 1.3582 30.3535 33.385
2008-07-23 16705 1.5685 6.834 107.935 1010.1 1.3648 30.3978 33.405
2008-07-24 16750 1.568 6.8295 107.395 1008.375 1.3617 30.425 33.45
2008-07-28 16755 1.5739 6.84 107.485 1006.1 1.3631 30.466 33.465
2008-07-29 16775 1.5584 6.8302 108.155 1007.25 1.3684 30.5002 33.485
2008-07-30 16875 1.5578 6.8315 108.065 1011.3 1.3681 30.6062 33.505
2008-07-31 16775 1.5598 6.8365 107.845 1011.3 1.36825 30.645 33.525
2008-08-04 16700 1.5572 6.8565 108.205 1017.1 1.3728 30.7 33.55
2008-08-05 16750 1.545 6.847 108.295 1016.6 1.3811 30.76 33.625
2008-08-06 16585 1.5414 6.853 109.595 1015.8 1.3832 30.7926 33.625
2008-08-07 16575 1.5324 6.871 109.335 1016.2 1.3903 31.0471 33.605
2008-08-11 16435 1.4893 6.862 110.115 1029.5 1.4129 31.1396 33.75
2008-08-12 16545 1.4914 6.87 109.295 1032.8 1.4086 31.0993 33.615
2008-08-13 16615 1.4922 6.862 109.495 1040.1 1.4041 31.2781 33.68
2008-08-14 16495 1.4801 6.8675 109.775 1039.8 1.411 31.3352 33.735
2008-08-18 16602.5 1.4678 6.8755 110.165 1040 1.4128 31.3321 33.855
2008-08-19 16645 1.4782 6.8515 109.675 1051.8 1.4114 31.4075 34.085
2008-08-20 16555 1.4744 6.8596 109.855 1047.75 1.4132 31.4075 34.15
2008-08-21 16585 1.4897 6.8485 108.475 1053.6 1.4044 31.2873 33.94
2008-08-25 16565 1.4754 6.853 109.305 1077.6 1.4193 31.4333 34.105
2008-08-26 16555 1.4644 6.852 109.665 1089.1 1.4267 31.5773 34.255
2008-08-27 16555 1.4716 6.842 109.525 1083.7 1.4184 31.5475 34.065
2008-08-28 16485 1.4694 6.833 109.465 1081.5 1.4168 31.565 34.115
2008-09-01 16495 1.4587 6.83 108.165 1115.45 1.4242 31.66 34.31
2008-09-02 16495 1.4517 6.8375 108.605 1129.6 1.43075 31.8005 34.345
2008-09-03 16585 1.4493 6.8325 108.225 1133.76 1.4354 31.7804 34.425
2008-09-04 16575 1.4243 6.8405 106.465 1130.8 1.4374 31.9175 34.46
2008-09-08 16590 1.4118 6.8465 108.165 1080.6 1.4324 31.838 34.55
2008-09-09 16535 1.4107 6.8431 106.815 1099.8 1.4354 31.9004 34.535
2008-09-10 16535 1.3966 6.845 107.785 1093.8 1.439 32.0887 34.655
2008-09-11 16525 1.4017 6.8415 107.165 1107.8 1.4358 32.0695 34.73
2008-09-15 16535 1.4275 6.853 104.375 1111.8 1.4252 32.14 34.585
2008-09-16 16535 1.40965 6.854 105.555 1158.6 1.4359 32.05 34.25
2008-09-17 16595 1.4324 6.842 104.335 1115.7 1.4291 32.12 34.255
2008-09-18 16625 1.4325 6.839 105.565 1133.76 1.4318 32.175 34.11
2008-09-22 16675 1.4798 6.8355 105.435 1127.5 1.4082 31.99 33.875
2008-09-23 16655 1.4672 6.8165 105.805 1146.7 1.4171 31.96 33.77
2008-09-24 16545 1.4615 6.8225 106.185 1153.75 1.4234 32.015 33.975
2008-09-25 16545 1.4618 6.8245 106.475 1157.6 1.4229 32.05 33.95
2008-09-29 16545 1.44165 6.87 103.985 1185.3 1.4315 32.41 34.025
2008-09-30 16585 1.4116 6.848 105.995 1206.6 1.4355 32.325 33.865
2008-10-01 16585 1.4009 6.8481 105.835 1188.2 1.4379 32.16 33.995
2008-10-02 16565 1.3801 6.848 105.355 1223.1 1.4503 32.2375 34.1
2008-10-05 16590 1.3674 6.8431 105.09 1220.9 1.4536 32.15 34.18
2008-10-06 16535 1.3484 6.8475 101.53 1267.7 1.466 32.46 34.43
2008-10-07 16605 1.36175 6.83 101.525 1328.6 1.4675 32.37 34.46
2008-10-08 16645 1.3632 6.818 99.135 1394.4 1.4681 32.5 34.4
2008-10-09 16545 1.3598 6.8245 99.625 1381.6 1.4747 32.36 34.34
2008-10-12 16580 1.3609 6.8345 100.53 1306.4 1.483 32.44 34.35
2008-10-13 16585 1.35965 6.8395 102.005 1238.4 1.4618 32.2479 34.24
2008-10-14 16580 1.362 6.8355 102.165 1205.8 1.4634 32.445 34.07
2008-10-15 16540 1.34615 6.8355 99.88 1237.7 1.4772 32.45 34.165
2008-10-16 16575 1.3481 6.8382 101.675 1369.7 1.4785 32.5575 34.26
2008-10-19 16600 1.3403 6.834 101.54 1333.3 1.4773 32.55 34.21
2008-10-20 16585 1.3331 6.8344 102.115 1310 1.4764 32.625 34.275
2008-10-21 16705 1.3055 6.854 100.375 1307.4 1.4835 32.675 34.395
2008-10-22 16770 1.2825 6.8395 98.015 1361.7 1.4998 33 34.535
2008-10-23 16795 1.29655 6.85 97.995 1401.7 1.5021 33.2 34.6
2008-10-26 16838 1.2588 6.8385 93.23 1424.5 1.5079 33.38 34.655
2008-10-27 16795 1.24615 6.84 93.235 1438 1.513 33.63 34.785
2008-10-28 16785 1.2817 6.843 98.195 1455.1 1.4855 33.5 34.86
2008-10-29 16836 1.29515 6.846 97.38 1387.5 1.4884 33.0975 34.885
2008-10-30 16855 1.2876 6.843 98.635 1237 1.4695 32.97 34.85
2008-11-02 16900 1.275 6.839 98.47 1274.5 1.4825 32.97 35.05
2008-11-03 16805 1.2584 6.842 99.265 1262.4 1.4786 32.915 34.925
2008-11-04 16825 1.2995 6.84 99.785 1267.8 1.4752 32.875 34.945
2008-11-05 16775 1.2928 6.833 97.975 1266.5 1.4809 32.75 34.995
2008-11-06 16840 1.2679 6.8273 97.465 1331 1.503 32.86 34.985
2008-11-09 16964 1.2796 6.8255 99.08 1322.5 1.4922 32.8 34.945
2008-11-10 16845 1.27505 6.8308 98.005 1327.7 1.4894 32.895 34.91
2008-11-11 16845 1.25115 6.8335 97.605 1326.8 1.5043 32.925 34.945
2008-11-12 16900 1.2458 6.8343 94.625 1326.8 1.5103 33 34.975
2008-11-13 16970 1.27885 6.8333 97.715 1390.35 1.5103 33.095 34.995
2008-11-16 16987 1.2559 6.822 96.35 1399.3 1.5192 33.05 34.98
2008-11-17 16975 1.2637 6.8315 96.255 1407.1 1.5224 33.2825 34.965
2008-11-18 16965 1.2638 6.8289 96.905 1447.6 1.5244 33.26 35.025
2008-11-19 16975 1.2498 6.8345 95.755 1446.1 1.5301 33.335 35.025
2008-11-20 16930 1.2455 6.839 94.175 1496.4 1.5295 33.46 35.155
2008-11-23 16972 1.2604 6.8302 95.92 1493.3 1.5261 33.375 35.265
2008-11-24 16915 1.2948 6.8295 97.085 1508.1 1.5083 33.45 35.285
2008-11-25 16925 1.3057 6.827 95.295 1501.6 1.5073 33.35 35.225
2008-11-26 16905 1.2879 6.82875 95.405 1477.5 1.51 33.185 35.275
2008-11-27 16975 1.2895 6.8322 95.335 1483.4 1.5094 33.29 35.435
2008-11-30 16972 1.2694 6.8254 95.53 1468 1.512 33.285 35.485
2008-12-01 17005 1.2618 6.8892 93.005 1439.7 1.53 33.485 35.715
2008-12-02 16880 1.2728 6.8836 93.165 1459.4 1.5278 33.44 35.52
2008-12-03 16980 1.2714 6.8795 93.315 1468 1.5238 33.57 35.605
2008-12-04 16925 1.2772 6.8865 92.265 1485.35 1.5272 33.5675 35.65
2008-12-07 16981 1.2733 6.8745 92.86 1476 1.5244 33.51 35.655
2008-12-08 17042.5 1.2936 6.882 92.925 1449 1.5026 33.515 35.455
2008-12-09 16980 1.2923 6.868 92.315 1430.35 1.5063 33.535 35.425
2008-12-10 16935 1.3018 6.869 92.775 1393.4 1.5003 33.5 35.45
2008-12-11 16935 1.3348 6.8563 91.475 1353.4 1.4883 33.285 35.095
2008-12-14 17050 1.3383 6.842 90.96 1369 1.4891 33.245 35.025
2008-12-15 17005 1.3702 6.853 90.595 1361.1 1.4755 33.09 34.865
2008-12-16 17005 1.4048 6.849 88.975 1348.8 1.4601 32.91 34.755
2008-12-17 16985 1.4407 6.84 87.365 1324.35 1.4339 32.625 34.525
2008-12-18 16985 1.4266 6.84 89.575 1285.5 1.4409 32.47 34.425
2008-12-21 16989 1.3919 6.844 89.28 1282 1.4589 32.5 34.5
2008-12-22 16945 1.395 6.8485 90.235 1308.4 1.4458 32.985 34.535
2008-12-23 16990 1.39275 6.853 90.885 1331.35 1.4513 33.03 34.625
2008-12-24 17200 1.40105 6.8405 90.45 1304.5 1.4477 33 34.605
2008-12-25 17340 1.4015 6.8358 90.42 1304.3 1.4469 33 34.78
2008-12-28 17472 1.4083 6.8409 90.62 1298.9 1.4479 32.989 34.985
2008-12-29 17490 1.3961 6.8495 90.685 1261.2 1.4467 33.01 34.995
2008-12-30 17455 1.4111 6.8335 90.215 1257.6 1.4373 32.715 34.745
2008-12-31 17485 1.39935 6.8275 90.685 1262.4 1.43025 32.85 34.74
2009-01-01 17483 1.40055 6.8275 90.895 1262 1.4349 32.776 34.74
2009-01-04 17479 1.3883 6.8225 92.13 1316.5 1.454 32.77 34.855
2009-01-05 17415 1.3628 6.8425 93.205 1309.35 1.4751 33.155 34.985
2009-01-06 17405 1.3499 6.83 93.435 1307.4 1.4703 33.045 35.045
2009-01-07 17025 1.3657 6.838 92.585 1292.4 1.4715 33.075 34.845
2009-01-08 17075 1.3706 6.83625 91.205 1328.4 1.478 33.13 34.845
2009-01-11 17476 1.347 6.835 89.94 1345.5 1.484 33.2 34.855
2009-01-12 17480 1.3366 6.841 89.345 1349.6 1.4895 33.3 34.915
2009-01-13 17005 1.3182 6.839 89.375 1353.3 1.4885 33.29 34.885
2009-01-14 17480 1.3161 6.839 88.925 1353.4 1.493 33.25 34.925
2009-01-15 17025 1.3138 6.85075 89.895 1353.4 1.4945 33.34 34.885
2009-01-18 17478 1.336 6.8369 90.98 1351.5 1.4849 33.345 34.895
2009-01-19 17420 1.3063 6.838 90.565 1357.5 1.4963 33.57 34.935
2009-01-20 17420 1.2859 6.845 89.735 1351.7 1.5073 33.76 34.955
2009-01-21 17435 1.3068 6.844 89.375 1368.4 1.4973 33.625 34.935
2009-01-22 17420 1.3017 6.842 88.875 1374.4 1.4982 33.58 34.905
2009-01-25 17477 1.2931 6.8392 88.33 1390.8 1.5038 33.68 34.905
2009-01-26 17475 1.32075 6.844 89.075 1391.1 1.4994 33.69 34.905
2009-01-27 17425 1.3184 6.8442 89.135 1391.1 1.5049 33.73 34.895
2009-01-28 17425 1.3152 6.83 90.415 1369.35 1.5011 33.605 34.91
2009-01-29 17275 1.2938 6.8442 90.045 1369.4 1.5072 33.695 34.915
2009-02-01 17484 1.2768 6.8345 89.81 1380 1.5102 33.7 34.97
2009-02-02 17000 1.2816 6.852 89.385 1390.4 1.5132 33.75 34.975
2009-02-03 17440 1.3018 6.8445 89.385 1394.7 1.5045 33.64 34.965
2009-02-04 17075 1.2835 6.8355 89.325 1378.5 1.5086 33.69 34.93
2009-02-05 17440 1.2786 6.8405 91.125 1370.4 1.5049 33.675 34.98
2009-02-08 17484 1.296 6.8338 91.99 1365.7 1.4957 33.6 35.035
2009-02-09 17460 1.3001 6.844 91.475 1374.4 1.4943 33.75 35.015
2009-02-10 17435 1.2908 6.83755 90.325 1388.3 1.5063 34.145 35.005
2009-02-11 17440 1.2887 6.838 90.405 1390.4 1.5048 34.005 35.085
2009-02-12 17435 1.2895 6.83875 90.815 1394.35 1.5088 34.06 35.17
2009-02-16 17435 1.2797 6.8299 91.685 1427.5 1.5146 34.305 35.18
2009-02-17 17435 1.2578 6.8405 92.375 1454.5 1.5298 34.632 35.295
2009-02-18 17435 1.2555 6.8425 93.625 1459.4 1.5322 34.665 35.395
2009-02-19 17435 1.2689 6.8395 94.065 1481.1 1.5281 34.58 35.535
2009-02-22 17481 1.2814 6.8367 93.54 1512.5 1.529 34.8 35.745
2009-02-23 17155 1.2712 6.8405 94.385 1495.7 1.5305 34.62 35.645
2009-02-24 17430 1.287 6.8415 96.755 1516.35 1.5209 34.6 35.655
2009-02-25 17435 1.2721 6.8415 97.425 1511.1 1.5297 34.7 35.775
2009-02-26 17435 1.2735 6.8408 98.515 1512.8 1.5395 34.83 35.945
2009-03-01 17480 1.2631 6.8395 97.74 1532.7 1.5511 34.98 36.19
2009-03-02 17430 1.2557 6.8485 97.085 1570.5 1.5543 35.255 36.28
2009-03-03 17430 1.2544 6.844 98.215 1551.5 1.553 35.16 36.13
2009-03-04 17475 1.2649 6.8482 99.155 1546.4 1.5446 34.78 36.08
2009-03-05 17480 1.2542 6.845 98.045 1567.4 1.5547 34.94 36.2
2009-03-08 17481 1.268 6.8395 98.17 1544 1.5458 34.658 36.025
2009-03-09 17435 1.2592 6.8445 98.945 1541.35 1.5488 34.85 36.14
2009-03-10 17430 1.2706 6.838 98.695 1501.4 1.5343 34.4 35.97
2009-03-11 17440 1.2824 6.8445 97.425 1466.4 1.5274 34.55 35.99
2009-03-12 17440 1.2889 6.8433 97.685 1492.4 1.5288 34.41 35.88
2009-03-15 17483 1.2843 6.838 97.95 1481.2 1.5435 34.49 35.95
2009-03-16 17435 1.2973 6.843 98.255 1435.3 1.534 34.45 35.83
2009-03-17 17125 1.3037 6.8419 98.715 1415.8 1.5295 34.07 35.81
2009-03-18 17115 1.3493 6.8175 96.175 1409.4 1.5116 33.795 35.765
2009-03-19 17485 1.3655 6.829 94.525 1388.8 1.5118 33.705 35.405
2009-03-22 17487 1.3653 6.8277 95.72 1396.5 1.5147 33.8 35.35
2009-03-23 17440 1.3622 6.8385 96.945 1382.1 1.5082 33.71 35.335
2009-03-24 17080 1.3493 6.832 98.125 1379.1 1.5123 33.84 35.41
2009-03-25 17077.5 1.358 6.8354 97.525 1355.4 1.5095 33.835 35.465
2009-03-26 17755 1.3533 6.837 98.825 1327 1.5078 33.765 35.36
2009-03-29 17789 1.3231 6.831 98.08 1344 1.5181 33.91 35.4
2009-03-30 17705 1.3203 6.8405 97.445 1392.2 1.5231 34.09 35.585
2009-03-31 17725 1.3243 6.8375 98.895 1372.5 1.5229 33.915 35.495
2009-04-01 17735 1.3235 6.8389 98.645 1357.4 1.5188 33.74 35.49
2009-04-02 17755 1.3466 6.839 99.615 1329.8 1.5016 33.155 35.305
2009-04-06 17745 1.3401 6.839 101.075 1304.4 1.5072 33.25 35.28
2009-04-07 17715 1.3268 6.841 100.545 1317.4 1.5137 33.66 35.455
2009-04-08 17785 1.3268 6.84 99.745 1349.8 1.5181 33.925 35.45
2009-04-09 17125 1.31585 6.839 100.455 1317.5 1.514 33.7475 35.445
2009-04-13 17735 1.3369 6.8401 100.075 1328.5 1.5151 33.66 35.645
2009-04-14 17695 1.3264 6.83305 98.825 1319.8 1.4975 33.73 35.42
2009-04-15 17775 1.3213 6.837 99.375 1333.2 1.501 33.68 35.41
2009-04-16 17695 1.318 6.8366 99.385 1331.4 1.4972 33.795 35.365
2009-04-20 17805 1.2925 6.8381 98.005 1330.4 1.5104 34 35.61
2009-04-21 17790 1.2948 6.83255 98.665 1350.3 1.506 33.895 35.56
2009-04-22 17705 1.3003 6.8346 97.985 1345.3 1.5075 33.79 35.59
2009-04-23 17780 1.3135 6.8315 98.015 1343.4 1.498 33.76 35.505
2009-04-27 17775 1.3018 6.832 96.735 1338.3 1.4982 33.755 35.44
2009-04-28 17765 1.3138 6.8315 96.415 1352 1.4968 33.693 35.435
2009-04-29 17785 1.3253 6.829 97.665 1335.9 1.4856 33.32 35.36
2009-04-30 17785 1.3224 6.823 98.555 1277.35 1.4809 32.97 35.28
2009-05-04 17785 1.3417 6.827 98.935 1267.8 1.47105 33.045 35.16
2009-05-05 17785 1.3312 6.8235 98.925 1267.4 1.47305 33.065 35.19
2009-05-06 17785 1.3312 6.8226 98.445 1273 1.472 33.11 35.145
2009-05-07 17765 1.3388 6.825 99.285 1257.5 1.4721 33.1425 34.9
2009-05-11 17790 1.3578 6.828 97.385 1233.1 1.4661 32.98 34.585
2009-05-12 17135 1.3646 6.826 96.345 1238.4 1.4613 32.88 34.555
2009-05-13 17765 1.3591 6.82405 95.285 1239.4 1.4657 32.955 34.525
2009-05-14 17130 1.3635 6.8295 95.965 1260.8 1.4643 32.93 34.565
2009-05-18 17785 1.3556 6.82405 96.255 1261.25 1.4631 32.89 34.535
2009-05-19 17785 1.3628 6.8295 95.985 1244.8 1.4631 32.9 34.415
2009-05-20 17785 1.3765 6.8298 94.845 1241.5 1.4584 32.7475 34.435
2009-05-21 17785 1.3904 6.8295 94.365 1241.4 1.4546 32.635 34.395
2009-05-25 17785 1.4015 6.8285 94.835 1244.4 1.4467 32.665 34.38
2009-05-26 17785 1.399 6.8375 94.935 1264.4 1.4496 32.675 34.46
2009-05-27 17765 1.3836 6.8325 95.315 1269.1 1.4535 32.66 34.405
2009-05-28 17785 1.3933 6.8325 96.975 1256.8 1.4526 32.675 34.415
2009-06-01 17775 1.4152 6.8315 96.575 1228.8 1.442 32.255 34.095
2009-06-02 17765 1.4308 6.83005 95.635 1233.4 1.4368 32.425 34.115
2009-06-03 17765 1.4146 6.834 95.925 1242.3 1.4462 32.64 34.055
2009-06-04 17770 1.4177 6.83605 96.705 1246.4 1.4483 32.615 34.145
2009-06-08 17790 1.3901 6.842 98.455 1247.4 1.4565 32.95 34.33
2009-06-09 17795 1.4076 6.84 97.405 1258.3 1.4543 32.785 34.165
2009-06-10 17785 1.3967 6.838 98.255 1253.3 1.4557 32.76 34.125
2009-06-11 17790 1.4097 6.8405 97.735 1248.3 1.4488 32.765 34.07
2009-06-15 17800 1.3787 6.841 97.835 1257.4 1.4599 32.91 34.165
2009-06-16 17795 1.3835 6.8385 96.395 1255.9 1.463 32.915 34.125
2009-06-17 17765 1.3943 6.8415 95.675 1269.35 1.4553 33.005 34.165
2009-06-18 17790 1.3906 6.8395 96.575 1265 1.4558 32.91 34.145
2009-06-22 17805 1.3857 6.83565 95.945 1264.4 1.4594 32.96 34.14
2009-06-23 17765 1.4075 6.8395 95.235 1278.5 1.4525 32.86 34.16
2009-06-24 17765 1.393 6.83305 95.735 1277.5 1.4574 32.91 34.13
2009-06-25 17801 1.3996 6.83305 95.995 1273.35 1.4552 32.905 34.13
2009-06-29 17802 1.4073 6.83405 96.085 1281.75 1.4513 32.9025 34.05
2009-06-30 17773 1.4036 6.83055 96.315 1281.75 1.4475 32.86 34.06
2009-07-01 17801 1.4154 6.838 96.565 1277.4 1.444 32.69 34.05
