"date" "neer" "usd" "cny" "eur" "jpy"
2006-09-12 94.5640260180076 16017.5 7.951 1.2683 117.875
2006-09-13 94.3693268503645 16037.5 7.9525 1.2699 117.475
2006-09-14 94.3606398089485 16035 7.946 1.2723 117.555
2006-09-18 94.4431396497303 16040 7.9468 1.2704 117.915
2006-09-19 94.4871617950032 16042 7.9363 1.2672 117.675
2006-09-20 94.3457024760187 16042 7.9265 1.2689 117.355
2006-09-21 94.0020090797359 16037.5 7.928 1.2781 116.385
2006-09-25 94.0994302514443 16040 7.9212 1.2747 116.545
2006-09-26 94.272507285275 16037.5 7.9155 1.2684 117.105
2006-09-27 94.2346413046035 16042 7.902 1.2702 117.455
2006-09-28 94.2308555967766 16053 7.8965 1.2695 117.775
2006-10-02 94.2659709222071 16050 7.9041 1.2739 117.735
2006-10-03 94.3015852683194 16047.5 7.9105 1.273 117.965
2006-10-04 94.3940542175089 16040.5 7.9105 1.2716 117.815
2006-10-05 94.2933717233429 16056 7.9041 1.2692 117.745
2006-10-09 94.8429863636993 16037.5 7.905 1.2594 119.095
2006-10-10 94.8013828305695 16057.5 7.9085 1.2536 119.655
2006-10-11 94.8373605855185 16059 7.9149 1.2525 119.655
2006-10-12 94.7504811538557 16051 7.9175 1.2559 119.315
2006-10-16 94.7073289931019 16052.5 7.913 1.2533 119.035
2006-10-17 94.4600340555821 16067.5 7.911 1.2537 118.465
2006-10-18 94.5566351228049 16062.5 7.9125 1.2533 118.895
2006-10-19 94.3912519338911 16057.5 7.9125 1.2624 118.225
2006-10-23 94.5845894226592 16070.5 7.9035 1.2549 119.335
2006-10-24 94.5772447756999 16070 7.9025 1.2554 119.425
2006-10-25 94.395409144295 16067.5 7.906 1.2608 119.045
2006-10-26 94.0912384777494 16072.5 7.897 1.2688 118.405
2006-10-30 93.7477798483027 16078 7.8738 1.2716 117.555
2006-10-31 93.5546844864589 16075 7.879 1.2766 116.875
2006-11-01 93.5070956996737 16086 7.8724 1.2755 117.185
2006-11-02 93.5309354199657 16072.5 7.878 1.2778 117.195
2006-11-06 93.7134761583413 16080 7.8811 1.2734 118.215
2006-11-07 93.4920151424529 16077.5 7.879 1.2784 117.645
2006-11-08 93.486216155505 16082.5 7.8705 1.2759 117.825
2006-11-09 93.3750573689452 16087.5 7.8695 1.2838 117.805
2006-11-13 93.376071921821 16087 7.8667 1.2809 118.095
2006-11-14 93.2928086201435 16087.5 7.869 1.281 117.615
2006-11-15 93.3831908923559 16088 7.8687 1.2831 117.895
2006-11-16 93.3862780543973 16097 7.8715 1.2798 118.195
2006-11-20 93.4035370333392 16092.5 7.878 1.2818 118.065
2006-11-21 93.3780345043896 16082 7.871 1.2848 117.825
2006-11-22 93.0907478776033 16077.5 7.869 1.2942 116.715
2006-11-23 92.8688615766847 16087.5 7.863 1.295 116.315
2006-11-27 92.6875727483622 16077.5 7.8465 1.3133 116.125
2006-11-28 92.5899980612344 16080.5 7.8475 1.3194 116.235
2006-11-29 92.5170453414128 16077.5 7.8405 1.3154 116.385
2006-11-30 92.2739314015962 16072 7.8334 1.324 115.765
2006-12-04 92.1157806448687 16067.5 7.831 1.334 115.315
2006-12-05 91.9627111495906 16072.5 7.828 1.3316 114.955
2006-12-06 91.9609995421896 16077.5 7.828 1.3281 115.345
2006-12-07 91.9491850722788 16068 7.8236 1.3285 115.235
2006-12-11 92.3929031905753 16067 7.835 1.3251 116.825
2006-12-12 92.2509289283693 16065 7.8308 1.3284 116.745
2006-12-13 92.364471194815 16077.5 7.829 1.3208 117.505
2006-12-14 92.4473277866933 16077.5 7.8245 1.3154 117.745
2006-12-18 92.6872166418022 16094 7.825 1.3099 118.125
2006-12-19 92.5835923644559 16093.5 7.8246 1.3197 118.075
2006-12-20 92.6595416216614 16089 7.8216 1.3176 118.395
2006-12-21 92.872748083309 16057.5 7.818 1.3182 118.345
2006-12-25 92.9893223704202 16057.5 7.821 1.3141 118.765
2006-12-26 93.118055439658 16052.5 7.8255 1.3102 119.165
2006-12-27 92.7208332583201 16089 7.82475 1.3128 118.645
2006-12-28 92.6345845947579 16081.5 7.82105 1.315 118.935
2007-01-01 92.723868001295 16052.5 7.8115 1.3207 118.985
2007-01-02 92.5271931068328 16057.5 7.8185 1.3278 118.825
2007-01-03 92.627351984487 16088 7.81655 1.3165 119.415
2007-01-04 92.7783653031199 16085.5 7.8185 1.3092 118.885
2007-01-08 93.0424651987609 16052.5 7.8165 1.303 118.815
2007-01-09 93.2472543620812 16042.5 7.809 1.2994 119.395
2007-01-10 93.225904015831 16057.5 7.81 1.294 119.605
2007-01-11 93.452882740217 16057.5 7.798 1.2896 120.465
2007-01-15 93.4481731287411 16047.5 7.7975 1.2935 120.475
2007-01-16 93.3797978897163 16057.5 7.795 1.2917 120.655
2007-01-17 93.2095764115913 16083 7.801 1.2941 120.655
2007-01-18 93.0609687122581 16092.5 7.7995 1.2961 121.205
2007-01-22 93.3095788484782 16072.5 7.7785 1.2944 121.685
2007-01-23 93.2327381190937 16070 7.7781 1.3021 121.685
2007-01-24 93.2080690188011 16064.5 7.7762 1.2965 121.065
2007-01-25 93.0191925967493 16067.5 7.773 1.2928 121.265
2007-01-29 93.2631134093537 16047.5 7.7775 1.2959 121.755
2007-01-30 93.3313081818666 16044 7.775 1.2966 121.715
2007-01-31 93.1948295194891 16047.5 7.779 1.3023 120.875
2007-02-01 93.1160714606169 16051 7.7585 1.3024 120.775
2007-02-05 93.4348271551515 16002.5 7.761 1.293 120.315
2007-02-06 93.2350909685923 16007 7.7555 1.2984 120.055
2007-02-07 93.3342656066976 15987 7.748 1.3017 120.615
2007-02-08 93.3359346687909 15997 7.7484 1.3039 121.125
2007-02-12 93.5949353947044 15977.5 7.7595 1.2962 121.855
2007-02-13 93.4242505914801 15987.5 7.7635 1.3037 121.215
2007-02-14 93.1418821103678 15982.5 7.7635 1.3134 120.725
2007-02-15 92.884563704416 15980 7.7555 1.3138 119.215
2007-02-19 92.9721471403369 15977.5 7.7545 1.3152 119.685
2007-02-20 93.0461499953715 15977.5 7.7545 1.3137 120.045
2007-02-21 93.1119151159274 15980 7.7426 1.3143 120.845
2007-02-22 93.2416454969892 15984.5 7.7545 1.3128 121.525
2007-02-26 93.0858927133239 15987 7.7535 1.319 120.725
2007-02-27 92.7043503996856 15989 7.7415 1.324 118.215
2007-02-28 92.6788800893532 16000 7.7405 1.3225 118.545
2007-03-01 92.541439975618 16003 7.748 1.3176 117.605
2007-03-05 92.3527100122967 15998 7.75 1.3082 115.235
2007-03-06 92.3733622087314 16003 7.7415 1.3128 116.785
2007-03-07 92.1964992131327 16005 7.7438 1.318 115.855
2007-03-08 92.392749718279 16010 7.7444 1.3135 117.245
2007-03-12 92.2919005072655 16010 7.7515 1.319 117.505
2007-03-13 92.2344205444797 16012 7.7515 1.3193 116.125
2007-03-14 92.4160032552965 16012 7.7455 1.3216 117.295
2007-03-15 92.319714190141 16021 7.744 1.324 117.335
2007-03-19 92.1254893615118 16015 7.736 1.3294 117.22
2007-03-20 92.176993120123 16015 7.742 1.3318 117.255
2007-03-21 91.8992147247275 16012 7.74 1.3389 117.395
2007-03-22 91.9427117765158 16013 7.729 1.3327 118.145
2007-03-26 92.156390489443 16017 7.74 1.333 118.115
2007-03-27 91.9175248756203 16018 7.7334 1.3359 117.805
2007-03-28 91.8361845694765 16023 7.7338 1.3315 116.915
2007-03-29 91.9899163363936 16025 7.727 1.3332 118.055
2007-04-02 91.978770639321 16025 7.7335 1.3368 117.855
2007-04-03 92.2058897502362 16022.5 7.7355 1.3329 118.915
2007-04-04 92.0434339617529 16017.5 7.7395 1.337 118.645
2007-04-05 91.8703413745129 16027 7.7243 1.343 118.715
2007-04-09 91.9977086784483 16032 7.734 1.3357 119.295
2007-04-10 91.9218662943444 16035 7.7372 1.3432 119.035
2007-04-11 91.9324154774214 16037 7.731 1.3435 119.365
2007-04-12 91.8985471848242 16035 7.7305 1.3487 119.065
2007-04-16 91.948135956188 16035 7.7325 1.3529 119.675
2007-04-17 91.782466504255 16037 7.7291 1.3575 118.925
2007-04-18 91.5782179893015 16038 7.7218 1.3612 118.455
2007-04-19 91.5942048383808 16040 7.7208 1.3619 118.435
2007-04-23 91.6572589293079 16040 7.727 1.3578 118.565
2007-04-24 91.6120783388807 16042 7.7261 1.3639 118.545
2007-04-25 91.538996227298 16048 7.7161 1.3644 118.625
2007-04-26 91.8404913384392 16035 7.731 1.3592 119.505
2007-04-30 91.7718265154295 16052 7.7039 1.3643 119.415
2007-05-01 91.9013690688766 16045 7.7095 1.3605 119.745
2007-05-02 91.9341611741934 16048 7.7039 1.3584 120.185
2007-05-03 91.958266801714 16055 7.7039 1.3552 120.415
2007-05-07 91.7465664677881 16055 7.7095 1.3598 120.095
2007-05-08 91.7966508521534 16055 7.696 1.3544 120.015
2007-05-09 91.8376367742038 16043 7.6935 1.3528 120.025
2007-05-10 91.9042929059353 16045 7.6975 1.3477 119.775
2007-05-14 92.0165911144361 16044 7.6803 1.3542 120.405
2007-05-15 91.931665433115 16044 7.6868 1.3593 120.225
2007-05-16 92.1741222022836 16042 7.682 1.3516 120.785
2007-05-17 92.2771037795062 16035 7.6728 1.3498 121.245
2007-05-21 92.1555910387144 16063 7.6673 1.3464 121.505
2007-05-22 92.1428523580073 16065 7.6547 1.345 121.535
2007-05-23 92.1401971537282 16070 7.6575 1.3456 121.585
2007-05-24 92.0748897200796 16070 7.6519 1.3432 121.415
2007-05-28 92.1065882810338 16060 7.649 1.3448 121.665
2007-05-29 91.9548706658768 16078 7.6497 1.3448 121.675
2007-05-30 92.0242421842392 16075 7.65 1.343 121.645
2007-05-31 91.9611069439412 16085 7.65 1.3453 121.725
2007-06-04 91.8644891796089 16090 7.6515 1.3494 121.695
2007-06-05 91.6999021675696 16100 7.6412 1.3518 121.345
2007-06-06 91.7592525260782 16093 7.6395 1.3498 121.035
2007-06-07 91.8064663119189 16095 7.6487 1.3428 120.945
2007-06-11 91.9702781454818 16103 7.6632 1.3358 121.675
2007-06-12 91.9653279031012 16110 7.6436 1.3303 121.665
2007-06-13 92.0645036861694 16110 7.6436 1.3311 122.635
2007-06-14 92.1056566163861 16115 7.643 1.3311 122.955
2007-06-18 91.9457186371017 16124 7.6313 1.3415 123.635
2007-06-19 91.8753865020178 16118 7.6175 1.3424 123.395
2007-06-20 91.8671425142385 16120 7.618 1.3401 123.515
2007-06-21 91.8242922052596 16120 7.6188 1.3387 123.735
2007-06-25 91.7344101551234 16125 7.6194 1.3463 123.665
2007-06-26 91.6691372334975 16119 7.6159 1.3459 123.205
2007-06-27 91.5952289605993 16115 7.622 1.3452 122.805
2007-06-28 91.524187832776 16133 7.6151 1.3447 123.205
2007-07-02 91.1140985535308 16130 7.6095 1.3633 122.365
2007-07-03 91.1259041110579 16126 7.5944 1.3609 122.455
2007-07-04 91.0628459510104 16129.6 7.595 1.3613 122.615
2007-07-05 91.0828415036063 16128 7.6024 1.3594 122.915
2007-07-08 91.2611451248001 16131.4 7.6014 1.36 123.17
2007-07-09 91.2166106751577 16127.5 7.606 1.3627 123.385
2007-07-10 90.6586226261233 16135 7.585 1.377 121.375
2007-07-11 90.6223009022679 16131 7.5631 1.3745 122.405
2007-07-12 90.7089298220528 16125 7.5705 1.3789 122.375
2007-07-15 90.6982975728633 16132.2 7.5683 1.378 122.35
2007-07-16 90.4429521032278 16133 7.5678 1.3773 121.905
2007-07-17 90.4931434356113 16133 7.5664 1.3783 122.195
2007-07-18 90.5032884322301 16120 7.568 1.3806 121.865
2007-07-19 90.3571759127828 16140 7.5674 1.3799 122.065
2007-07-22 90.2978017452582 16138.1 7.5683 1.3803 122.03
2007-07-23 90.0083340416124 16140 7.562 1.3807 121.065
2007-07-24 90.0320474152398 16125 7.567 1.3828 120.215
2007-07-25 90.1999856583082 16135 7.5581 1.3725 120.455
2007-07-26 89.98988210051 16135 7.57 1.3741 118.185
2007-07-29 90.0643302886083 16139.2 7.5621 1.3698 118.84
2007-07-30 90.0319354267133 16150 7.5674 1.3697 119.195
2007-07-31 90.0886743595671 16140 7.5724 1.3678 118.435
2007-08-01 90.1622421409634 16140 7.5735 1.3677 118.825
2007-08-02 90.0526249017598 16157 7.5718 1.3702 119.125
2007-08-05 90.0330303970285 16155.2 7.5686 1.3717 119.02
2007-08-06 89.9128591762914 16165 7.561 1.3795 118.875
2007-08-07 90.0214900197741 16165 7.5745 1.3744 118.795
2007-08-08 90.1174083885637 16175 7.5805 1.3795 119.625
2007-08-09 90.1355632631408 16173 7.5695 1.368 118.165
2007-08-12 90.2736982434475 16182.2 7.5725 1.3674 117.96
2007-08-13 90.2563188208896 16181 7.574 1.3608 118.175
2007-08-14 90.3334150865865 16202.5 7.58 1.3536 117.595
2007-08-15 90.4110489785384 16212.5 7.589 1.3424 116.275
2007-08-16 90.2725964391402 16235 7.6075 1.3428 114.335
2007-08-19 90.1436291263729 16246.3 7.5988 1.3441 113.36
2007-08-20 90.0480135752921 16245 7.591 1.3476 114.855
2007-08-21 90.0862562132594 16245 7.5935 1.3463 114.255
2007-08-22 90.0396114522762 16245 7.6052 1.3551 115.375
2007-08-23 90.0700907019437 16245 7.5875 1.3568 116.335
2007-08-26 90.0302665527786 16238.1 7.5695 1.3591 116.02
2007-08-27 89.9588379144503 16237.5 7.563 1.364 115.675
2007-08-28 89.8455534578104 16227.5 7.56 1.3602 114.155
2007-08-29 89.9455004691316 16241 7.5487 1.3675 116.125
2007-08-30 89.8869414110336 16241.8 7.5445 1.3633 115.855
2007-09-02 89.8895336682493 16240.2 7.5438 1.3659 116.15
2007-09-03 89.8909571399176 16237.5 7.5485 1.3624 115.935
2007-09-04 90.0956678487408 16230 7.5545 1.3608 116.225
2007-09-05 89.8495629659958 16235 7.5497 1.3651 115.065
2007-09-06 89.7926984429327 16240 7.542 1.369 115.435
2007-09-09 89.6811095122921 16242.3 7.5388 1.3702 114.84
2007-09-10 89.4453118772208 16236 7.5214 1.3806 113.645
2007-09-11 89.3821307227006 16242.5 7.5275 1.3839 114.345
2007-09-12 89.2317716068161 16235 7.5255 1.3906 114.185
2007-09-13 89.2510292071323 16242 7.5135 1.3866 114.765
2007-09-16 89.2641929155808 16239.9 7.513 1.3871 115
2007-09-17 89.4681519167666 16227 7.5227 1.3859 115.085
2007-09-18 89.3606607461372 16227.5 7.523 1.3983 116.045
2007-09-19 89.3470405208436 16227.5 7.5165 1.3967 115.905
2007-09-20 89.293655941189 16177 7.5185 1.4069 114.665
2007-09-23 89.2313803202151 16186.1 7.5052 1.4077 115.17
2007-09-24 89.4801692539791 16125 7.5106 1.4079 114.915
2007-09-25 89.539196249717 16105 7.5165 1.4146 114.645
2007-09-26 89.6642261098375 16085 7.515 1.4132 115.455
2007-09-27 89.6081241058032 16085 7.518 1.4147 115.585
2007-09-30 89.4431572300973 16084.1 7.5091 1.4181 115.24
2007-10-01 89.3445331969831 16085 7.5061 1.4233 115.725
2007-10-02 89.4620180882377 16075 7.5061 1.415 115.625
2007-10-03 89.6408723991575 16080 7.509 1.4092 116.675
2007-10-04 89.6112502731896 16070 7.509 1.4135 116.355
2007-10-07 89.520353077736 16079.8 7.5052 1.4132 116.57
2007-10-08 89.6765158521518 16070.5 7.508 1.4056 117.385
2007-10-09 89.6479692271647 16075 7.5215 1.4105 117.115
2007-10-10 89.5488097419791 16075 7.516 1.4141 117.195
2007-10-11 89.4936596159496 16070 7.5095 1.4201 117.295
2007-10-14 89.4964217604045 16073.6 7.5079 1.4185 117.39
2007-10-15 89.626091137905 16065 7.5325 1.4213 117.425
2007-10-16 89.5620853991407 16068 7.518 1.4173 116.875
2007-10-17 89.4065013836202 16080 7.5154 1.4217 116.585
2007-10-18 89.1713840834651 16080 7.5111 1.4287 115.595
2007-10-21 89.0731534214772 16084.1 7.5082 1.4286 115.22
2007-10-22 89.1143987865738 16083 7.5086 1.4176 114.505
2007-10-23 89.1339253181089 16070 7.5065 1.4262 114.705
2007-10-24 89.0044938038101 16075 7.498 1.4262 114.165
2007-10-25 88.8249183159735 16080 7.4865 1.4331 114.185
2007-10-28 88.7646608079384 16082.3 7.4886 1.4354 114.25
2007-10-29 88.6977719039807 16080 7.4795 1.4421 114.695
2007-10-30 88.82291067746 16080 7.4708 1.4439 114.685
2007-10-31 88.8361748080245 16080 7.476 1.4472 115.335
2007-11-01 88.8585587935085 16070 7.465 1.4426 114.505
2007-11-04 88.6389433951246 16073.6 7.4554 1.4463 114.74
2007-11-05 88.7730441289092 16075 7.4551 1.4475 114.475
2007-11-06 88.6739362000415 16065 7.453 1.4565 114.645
2007-11-07 88.250289841258 16073 7.447 1.4629 112.385
2007-11-08 87.9865156507136 16070 7.4255 1.4675 112.665
2007-11-11 87.8735511058614 16066.9 7.4115 1.4698 111.84
2007-11-12 88.0686364179569 16060 7.4155 1.4531 109.565
2007-11-13 88.1408710207104 16060 7.437 1.4618 110.965
2007-11-14 88.1488356520323 16060 7.429 1.4626 111.25
2007-11-15 88.123796358696 16060 7.426 1.4615 110.415
2007-11-18 87.9803929695883 16062.4 7.424 1.4626 110.36
2007-11-19 87.9933864947054 16055 7.4295 1.4668 109.745
2007-11-20 87.8631105788832 16055 7.429 1.4839 109.915
2007-11-21 87.6725508800729 16055 7.4155 1.4848 108.525
2007-11-22 87.6568225754699 16055 7.4165 1.4848 108.545
2007-11-25 87.4643178451456 16054.3 7.4024 1.4859 108.01
2007-11-26 87.4461427565646 16040 7.4005 1.4865 107.505
2007-11-27 87.6503974351191 16035 7.3915 1.4829 108.855
2007-11-28 87.8837818106148 16025 7.3995 1.4833 109.905
2007-11-29 87.732345234359 16050 7.3865 1.4748 109.825
2007-12-02 87.7595838479294 16044.4 7.3925 1.4738 110.52
2007-12-03 87.9847347463572 16040 7.3995 1.4669 110.465
2007-12-04 87.7548887704392 16040 7.403 1.4767 109.835
2007-12-05 88.0448414440828 16038.5 7.407 1.4618 110.865
2007-12-06 88.0357002319937 16035 7.4178 1.464 111.235
2007-12-09 87.8875031232287 16040.5 7.4023 1.4633 111.45
2007-12-10 87.8960125435422 16035 7.3929 1.4722 111.685
2007-12-11 87.8514146052357 16035 7.385 1.4658 110.725
2007-12-12 88.0335179407209 16025 7.378 1.4712 112.215
2007-12-13 88.0686305872257 16030 7.3695 1.462 112.285
2007-12-16 88.1584451259469 16036.2 7.3698 1.4554 112.74
2007-12-17 88.4924703989812 16045 7.3835 1.4413 112.865
2007-12-18 88.6676548231401 16035 7.3895 1.4409 113.325
2007-12-19 88.6580607515283 16041 7.3815 1.4372 113.315
2007-12-20 88.6380819931554 16041.5 7.373 1.432 113.185
2007-12-23 88.6137502751826 16043.5 7.3656 1.4366 113.39
2007-12-24 88.6671322490731 16035 7.3695 1.4395 114.305
2007-12-25 88.6048334442472 16033.2 7.3297 1.4399 114.345
2007-12-26 88.6072762464796 16030 7.349 1.4483 114.255
2007-12-27 88.3238079441598 16030 7.3225 1.4612 113.815
2007-12-30 88.1410629158644 16021.6 7.3053 1.4659 113.19
2007-12-31 87.9581162753072 16010 7.3086 1.459 111.685
2008-01-01 87.9679642945149 16010 7.3086 1.4594 111.885
2008-01-02 87.6537301848966 16000 7.2985 1.4723 109.735
2008-01-03 87.5848005502722 15990 7.2715 1.4743 109.505
2008-01-06 87.4672904498681 15989.6 7.2737 1.4749 108.57
2008-01-07 87.691653221264 15980 7.274 1.4688 109.245
2008-01-08 87.5875729010058 15980 7.269 1.4709 108.925
2008-01-09 87.6811854596122 15985 7.2675 1.4659 109.975
2008-01-10 87.3773022085557 15980 7.2158 1.4808 109.445
2008-01-13 87.4167756203208 15980 7.2615 1.48 108.71
2008-01-14 87.2114066153361 15980 7.255 1.4864 108.275
2008-01-15 87.1602060516609 15975 7.2465 1.4777 106.925
2008-01-16 87.3127435558596 15985 7.2415 1.4654 107.435
2008-01-17 87.3610863345137 15980 7.2532 1.4643 106.595
2008-01-20 87.5232819168879 15983 7.2441 1.4599 106.76
2008-01-21 87.6955059929239 15990 7.245 1.4431 105.715
2008-01-22 87.792041782721 15982.5 7.333 1.4671 106.705
2008-01-23 87.6329593166763 15985 7.2365 1.4632 106.605
2008-01-24 87.5075681219503 15975 7.225 1.4757 107.125
2008-01-27 87.4156384150407 15981.8 7.2097 1.4685 106.87
2008-01-28 87.3870148927637 15975 7.201 1.4789 107.085
2008-01-29 87.3736165399693 15967 7.193 1.4768 107.055
2008-01-30 87.1137194620595 15985 7.1945 1.4855 106.255
2008-01-31 87.1196108888937 15970 7.1865 1.4847 106.405
2008-02-03 87.1262676217113 15969.8 7.1832 1.48 106.71
2008-02-04 87.0971717631397 15960 7.1875 1.4828 106.675
2008-02-05 87.3523729816037 15960 7.1875 1.4647 106.785
2008-02-06 87.2773972229027 15960 7.193 1.4622 106.405
2008-02-07 87.6034257922308 15960 7.193 1.4494 107.355
2008-02-10 87.5300320547615 15960 7.1863 1.4524 107.57
2008-02-11 87.6369822911551 15960 7.1955 1.4518 106.865
2008-02-12 87.5333396238273 15960 7.1865 1.4576 107.315
2008-02-13 87.6696569661554 15963 7.2023 1.4571 108.155
2008-02-14 87.5897268751306 15950 7.193 1.4642 107.845
2008-02-17 87.4616455148292 15955 7.1802 1.466 107.88
2008-02-18 87.5020249778343 15947.5 7.1665 1.4654 108.14
2008-02-19 87.3597459619239 15942.5 7.153 1.4729 107.85
2008-02-20 87.2677559349981 15950 7.139 1.4714 108.06
2008-02-21 87.0941084345848 15940 7.1445 1.4821 107.3
2008-02-24 87.0384695662719 15940 7.1418 1.4819 107.21
2008-02-25 87.0012870919946 15940 7.1555 1.4829 108.095
2008-02-26 86.6512431202163 15940 7.1545 1.5011 107.305
2008-02-27 86.2833768936902 15925 7.145 1.5118 106.385
2008-02-28 85.7700126528192 15940 7.115 1.519 105.305
2008-03-02 85.9491516677627 15930.9 7.1115 1.5188 103.36
2008-03-03 86.0564317132469 15930 7.1085 1.5199 103.425
2008-03-04 86.0933780016628 15915 7.111 1.5202 103.465
2008-03-05 86.0300833945547 15925 7.1175 1.5275 103.895
2008-03-06 85.7996007309861 15920 7.1095 1.5389 102.585
2008-03-09 85.8176823505028 15912 7.111 1.5378 102.24
2008-03-10 86.0135758343996 15870 7.111 1.5369 101.745
2008-03-11 86.266919162243 15865 7.097 1.5343 103.405
2008-03-12 85.913649757531 15865 7.106 1.5531 101.555
2008-03-13 85.6818638765363 15865 7.095 1.5611 100.695
2008-03-16 85.4566692305983 15863 7.0902 1.5726 98.39
2008-03-17 85.3487509740168 15865 7.0805 1.5717 97.365
2008-03-18 85.7995604132865 15860 7.09 1.5638 100.055
2008-03-19 85.7865639507616 15850 7.0715 1.5642 98.755
2008-03-20 85.9515503328892 15835 7.055 1.5445 99.095
2008-03-23 86.0150802853528 15822 7.0515 1.5414 99.57
2008-03-24 86.0680831569754 15820 7.06 1.541 100.705
2008-03-25 85.6102157868631 15820 7.0564 1.5631 99.975
2008-03-26 84.3823161443501 15985 7.0195 1.5833 98.985
2008-03-27 83.8850359395952 16105 7.0155 1.5812 99.515
2008-03-31 84.0259267791336 16105 7.0105 1.5762 99.905
2008-04-01 84.2245151852149 16115 7.0165 1.5624 101.745
2008-04-02 84.2386790285264 16120 7.0235 1.5686 102.305
2008-04-03 84.3131109705143 16120 7.0155 1.5683 102.245
2008-04-07 84.2554702735335 16120 7.006 1.5705 102.365
2008-04-08 84.3796820902754 16105 7.0058 1.5704 102.565
2008-04-09 84.0860762019494 16115 6.994 1.5836 101.735
2008-04-10 83.8979481010311 16120 6.996 1.5744 101.765
2008-04-14 83.8489841986451 16115 7.004 1.5836 101.125
2008-04-15 83.9898245881343 16115 6.996 1.5787 101.845
2008-04-16 83.7946020770839 16115 6.9968 1.5943 101.775
2008-04-17 83.9941016473679 16105 6.9888 1.5893 102.515
2008-04-21 84.0459252486192 16115 6.995 1.5909 103.245
2008-04-22 83.9372697744471 16115 6.993 1.5998 102.865
2008-04-23 84.0553519069256 16115 6.985 1.5884 103.455
2008-04-24 84.4439152903963 16115 6.99 1.5681 104.295
2008-04-28 84.4981997592243 16125 7.007 1.5653 104.205
2008-04-29 84.5954460445141 16120 6.9895 1.5566 104.075
2008-04-30 84.5079828232233 16120 6.9915 1.5619 103.955
2008-05-01 84.7239168661839 16120 6.992 1.5469 104.395
2008-05-05 84.7257872007666 16130 6.9925 1.5499 104.935
2008-05-06 84.8813238840964 16095 6.9918 1.5532 104.725
2008-05-07 85.2165791416507 16095 6.9935 1.5397 104.675
2008-05-08 85.0731244043147 16145 7.0095 1.5405 103.765
2008-05-12 84.8297202032322 16150 6.975 1.554 103.845
2008-05-13 85.1272523008531 16160 6.993 1.5469 104.665
2008-05-14 85.2698399820394 16160 6.9885 1.5477 104.995
2008-05-15 85.4868637455232 16102.5 6.999 1.5443 104.685
2008-05-19 84.7671046818881 16175 6.975 1.5519 104.325
2008-05-20 84.5636488166299 16175 6.9775 1.5654 103.635
2008-05-21 84.137124259297 16180 6.964 1.5795 102.995
2008-05-22 84.2920695973736 16190 6.947 1.5724 104.125
2008-05-26 84.1210364661637 16215 6.941 1.5774 103.385
2008-05-27 84.3014902673734 16220 6.9535 1.5679 104.275
2008-05-28 84.3323921024487 16220 6.9485 1.5647 104.675
2008-05-29 84.4244526674488 16240 6.942 1.5512 105.575
2008-06-02 84.0630796179203 16250 6.9375 1.554 104.425
2008-06-03 84.1969547204821 16255 6.93 1.5434 105.155
2008-06-04 84.2377423149914 16270 6.944 1.5427 105.265
2008-06-05 84.2695327741833 16270 6.951 1.5582 105.935
2008-06-09 84.2311083039104 16285 6.928 1.5642 106.285
2008-06-10 84.4428161832052 16295 6.9244 1.5458 107.345
2008-06-11 82.636988863004 16625 6.9225 1.5556 106.825
2008-06-12 82.9539855113851 16615 6.912 1.5451 107.885
2008-06-16 83.0334699729001 16600 6.9055 1.5468 108.235
2008-06-17 82.631064951991 16625 6.8963 1.5506 107.965
2008-06-18 82.793396625498 16605 6.8871 1.5528 107.835
2008-06-19 82.7500850300403 16620 6.882 1.5502 107.955
2008-06-23 82.8081523133974 16610 6.879 1.5516 107.845
2008-06-24 82.746029852617 16610 6.875 1.557 107.825
2008-06-25 82.6699951037757 16610 6.8695 1.5666 107.855
2008-06-26 82.5372788632897 16615 6.8702 1.5752 106.865
2008-06-30 81.2322024877329 16845 6.859 1.5755 106.075
2008-07-01 81.2487817073904 16845 6.861 1.5795 106.035
2008-07-02 81.0719526381722 16840 6.8585 1.5891 105.835
2008-07-03 81.5790605018249 16800 6.856 1.5697 106.815
2008-07-07 81.3841095158398 16850 6.8635 1.5723 107.135
2008-07-08 81.3856869010351 16850 6.8625 1.5667 107.425
2008-07-09 80.524605838529 17000 6.8648 1.5739 106.805
2008-07-10 81.0488418588348 16845 6.8475 1.5785 107.065
2008-07-14 80.8663315740259 16840 6.8495 1.5903 106.185
2008-07-15 80.5948356983087 16835 6.826 1.5913 104.655
2008-07-16 80.7694524217122 16825 6.8155 1.582 105.105
2008-07-17 80.884336048563 16825 6.8255 1.5859 106.155
2008-07-21 81.0510860120614 16800 6.834 1.5926 106.425
2008-07-22 81.506239881775 16755 6.8262 1.5787 107.295
2008-07-23 81.930583899016 16705 6.834 1.5685 107.935
2008-07-24 81.6208068170334 16750 6.8295 1.568 107.395
2008-07-28 81.598315079572 16755 6.84 1.5739 107.485
2008-07-29 81.7238253703867 16775 6.8302 1.5584 108.155
2008-07-30 81.2921354980656 16875 6.8315 1.5578 108.065
2008-07-31 81.76341437072 16775 6.8365 1.5598 107.845
2008-08-04 82.3295887840031 16700 6.8565 1.5572 108.205
2008-08-05 82.2440817369953 16750 6.847 1.545 108.295
2008-08-06 83.2733117060514 16585 6.853 1.5414 109.595
2008-08-07 83.5254374696501 16575 6.871 1.5324 109.335
