"date","usdvnd","eurusd","usdcny","usdjpy","usdkrw","usdsgd","usdtwd","usdthb","xdrusd"
2014-02-20,21085,1.371785,6.0837,102.3425,1072.5,1.264005,30.41,32.55,1.54332897
2014-02-21,21090,1.3739,6.0917,102.485,1072.6,1.267,30.395,32.535,1.54368636
2014-02-24,21090,1.37335,6.0985,102.497,1074.5,1.263055,30.37,32.54,1.54380549
2014-02-25,21090,1.37456,6.1247,102.1895,1074.42,1.26375,30.365,32.535,1.54499808
2014-02-26,21093,1.36851,6.1247,102.402,1069.21,1.2669,30.306,32.59,1.54213896
2014-02-27,21085,1.37095,6.13,102.1365,1069.3,1.26455,30.335,32.58,1.54356719
2014-02-28,21085,1.38027,6.1453,101.84,1066.5,1.26725,30.35,32.565,1.54858693
2014-03-03,21090,1.373675,6.1465,101.438,1069.7,1.27055,30.361,32.53,1.54523682
2014-03-04,21085,1.37404,6.1433,102.2255,1071.6,1.26909,30.332,32.33,1.54475942
2014-03-05,21085,1.373625,6.1285,102.333,1071.3,1.27,30.35,32.29,1.54475942
2014-03-06,21085,1.386075,6.1188,103.1,1064.5,1.26315,30.285,32.245,1.54954677
2014-03-07,21092,1.38747,6.127,103.295,1065,1.2687,30.255,32.3,1.54966686
2014-03-10,21090,1.38767,6.1392,103.265,1067.29,1.26835,30.317,32.385,1.5490667
2014-03-11,21085,1.3859,6.1401,102.985,1062.6,1.26793,30.355,32.36,1.54810745
2014-03-12,21085,1.39015,6.1452,102.7315,1070.6,1.2671,30.365,32.39,1.55026743
2014-03-13,21091,1.3868,6.1372,101.838,1070.31,1.26705,30.332,32.365,1.55014731
2014-03-14,21085,1.39113,6.1505,101.355,1071.8,1.2653,30.375,32.27,1.55267449
2014-03-17,21075,1.39266,6.18075,101.807,1067.5,1.2647,30.355,32.23,1.55243345
2014-03-18,21080,1.393055,6.1922,101.42,1069.95,1.263745,30.485,32.1,1.55291561
2014-03-19,21080,1.3823,6.1939,102.374,1070.5,1.273525,30.5,32.16,1.54619251
2014-03-20,21085,1.3778,6.2276,102.405,1079.4,1.27737,30.67,32.39,1.5442823
2014-03-21,21080,1.37939,6.2253,102.25,1080.05,1.2743,30.614,32.38,1.54475942
2014-03-24,21080,1.383715,6.1959,102.235,1078.2,1.27102,30.625,32.45,1.54691006
2014-03-25,21080,1.382645,6.2015,102.28,1079.5,1.26781,30.562,32.58,1.5466708
2014-03-26,21085,1.378865,6.2089,102.07,1075,1.26715,30.57,32.575,1.54571452
2014-03-27,21089,1.374305,6.2144,102.233,1070.17,1.2634,30.509,32.5,1.54404386
2014-03-28,21091,1.37528,6.2122,102.83,1068.46,1.259,30.467,32.5,1.54404386
2014-03-31,21080,1.377545,6.2169,103.215,1065.05,1.2578,30.495,32.425,1.54452082
2014-04-01,21080,1.37931,6.2069,103.691,1058.6,1.25936,30.345,32.35,1.54475942
2014-04-02,21080,1.376585,6.2059,103.87,1057.6,1.262535,30.342,32.445,1.54356719
2014-04-03,21084,1.37175,6.2101,103.9295,1058.43,1.2634,30.298,32.48,1.54095078
2014-04-04,21075,1.37068,6.2123,103.315,1054.35,1.2588,30.255,32.465,1.54083209
2014-04-07,21080,1.37425,6.2123,103.091,1055.65,1.25925,30.278,32.475,1.54309082
2014-04-08,21080,1.3794,6.197,101.851,1052.55,1.251705,30.12,32.265,1.54834715
2014-04-09,21086,1.38518,6.2009,101.995,1037.1,1.246485,30.013,32.205,1.55122936
2014-04-10,21086,1.38865,6.21745,101.4605,1039.61,1.2499,30.033,32.275,1.55291561
2014-04-11,21099,1.38852,6.2115,101.645,1035.7,1.24865,30.13,32.285,1.55219249
2014-04-14,21080,1.3821,6.2216,101.89,1039,1.2534,30.215,32.275,1.5490667
2014-04-15,21096,1.381375,6.2215,101.8765,1042.09,1.25315,30.212,32.31,1.54882678
2014-04-16,21080,1.381565,6.2207,102.244,1038.5,1.2509,30.185,32.225,1.5493067
2014-04-17,21080,1.381355,6.2193,102.398,1038.5,1.25284,30.19,32.195,1.54882678
2014-04-18,21084,1.38134,6.2299,102.43,1037.9,1.2527,30.204,32.195,1.54882678
2014-04-21,21080,1.37926,6.2299,102.631,1038.5,1.2526,30.272,32.195,1.54762827
2014-04-22,21080,1.38045,6.2378,102.601,1037.95,1.255815,30.345,32.318,1.54858693
2014-04-23,21095,1.3818,6.2378,102.535,1039.8,1.25542,30.355,32.35,1.54882678
2014-04-24,21090,1.38317,6.2489,102.2735,1040,1.2581,30.335,32.35,1.54978692
2014-04-25,21101,1.38345,6.2539,102.17,1041.02,1.2566,30.312,32.255,1.55002714
2014-04-28,21075,1.38505,6.2525,102.494,1035.3,1.25678,30.265,32.26,1.5505078
2014-04-29,21083,1.38124,6.2581,102.644,1030.58,1.25585,30.161,32.26,1.54894672
2014-04-30,21065,1.386555,6.2599,102.219,1033.35,1.2536,30.208,32.355,1.55219249
2014-05-01,21065,1.38664,6.2595,102.332,1033,1.25335,30.222,32.37,1.55243345
2014-05-02,21070,1.38704,6.2596,102.2,1030.32,1.2531,30.182,32.39,1.55243345
2014-05-05,21075,1.38755,6.2457,102.14,1029.9,1.2504,30.142,32.35,1.55267449
2014-05-06,21080,1.39265,6.226,101.72,1030,1.24767,30.132,32.35,1.55654138
2014-05-07,21075,1.39117,6.2344,101.858,1022.9,1.2494,30.175,32.39,1.55533091
2014-05-08,21088,1.38375,6.2282,101.6565,1022.37,1.2475,30.063,32.49,1.55243345
2014-05-09,21091,1.3758,6.2279,101.825,1025.57,1.24875,30.143,32.625,1.54786783
2014-05-12,21080,1.375835,6.2378,102.1495,1024.6,1.2505,30.25,32.615,1.54762827
2014-05-13,21080,1.37041,6.229,102.266,1022.55,1.2518,30.25,32.605,1.54475942
2014-05-14,21090,1.371425,6.2292,101.844,1027.7,1.2506,30.185,32.415,1.54499808
2014-05-15,21105,1.37105,6.2309,101.5815,1025,1.25235,30.22,32.505,1.54547563
2014-05-16,21145,1.36943,6.2337,101.51,1023.9,1.251,30.172,32.49,1.54499808
2014-05-19,21103,1.37091,6.2385,101.477,1022.39,1.250635,30.15,32.485,1.54571452
2014-05-20,21135,1.36985,6.238,101.3075,1025.5,1.2527,30.216,32.545,1.54595348
2014-05-21,21135,1.36859,6.234,101.433,1027,1.251,30.23,32.47,1.54595348
2014-05-22,21103,1.365595,6.2353,101.729,1024.74,1.2513,30.149,32.59,1.54380549
2014-05-23,21106,1.36295,6.2368,101.965,1024.59,1.25325,30.101,32.54,1.54202009
2014-05-26,21125,1.364415,6.2423,101.941,1024.18,1.25325,30.112,32.58,1.54285274
2014-05-27,21125,1.3635,6.25,102.022,1024.46,1.25655,30.147,32.625,1.54190118
2014-05-28,21144,1.35937,6.243,101.831,1022.59,1.25575,30.113,32.695,1.5392904
2014-05-29,21145,1.36024,6.238,101.7495,1020.1,1.254495,29.986,32.795,1.53976443
2014-05-30,21140,1.3635,6.2475,101.785,1020.8,1.2545,30.057,32.85,1.54154467
2014-06-02,21165,1.35981,6.2475,102.385,1024.65,1.2568,30.095,32.85,1.5392904
2014-06-03,21204,1.363,6.2548,102.535,1024.9,1.2567,30.075,32.605,1.54047602
2014-06-04,21195,1.3601,6.2502,102.715,1026.4,1.25795,30.07,32.665,1.53881666
2014-06-05,21185,1.36633,6.2566,102.405,1019.65,1.2521,30.01,32.635,1.54261474
2014-06-06,21165,1.3642,6.251,102.515,1018.28,1.2517,30.002,32.485,1.54166347
2014-06-09,21195,1.359265,6.2402,102.485,1016.5,1.250375,30.05,32.45,1.53952738
2014-06-10,21188,1.353985,6.2326,102.295,1017.12,1.2497,30.006,32.475,1.53727902
2014-06-11,21200,1.35358,6.2282,102.0055,1016.05,1.250305,30.07,32.465,1.53727902
2014-06-12,21193,1.355,6.2199,101.75,1018.27,1.24807,29.996,32.45,1.54023875
2014-06-13,21205,1.3533,6.2095,102.025,1018.2,1.25085,30.065,32.38,1.53964592
2014-06-16,21195,1.3572,6.2255,101.815,1020,1.25085,30.042,32.365,1.54142583
2014-06-17,21205,1.3547,6.2264,102.165,1022.2,1.2537,30.09,32.505,1.53976443
2014-06-18,21190,1.359,6.231,101.9305,1022.35,1.24865,30.046,32.44,1.54237682
2014-06-19,21302,1.36075,6.2292,101.9475,1019.49,1.24965,30.003,32.475,1.5434481
2014-06-20,21285,1.35998,6.2295,102.075,1020.9,1.24885,30.06,32.465,1.54261474
2014-06-23,21310,1.36035,6.2255,101.916,1018.5,1.24866,30.042,32.445,1.54309082
2014-06-24,21285,1.3604,6.2325,101.955,1018.5,1.2491,29.992,32.45,1.54285274
2014-06-25,21305,1.363,6.2355,101.8385,1019.9,1.24975,30,32.45,1.54380549
2014-06-26,21331,1.36124,6.232,101.675,1016.61,1.24943,29.919,32.48,1.54380549
2014-06-27,21330,1.36486,6.2197,101.375,1014.27,1.2497,29.861,32.46,1.54571452
2014-06-30,21305,1.3694,6.2072,101.307,1012,1.246915,29.915,32.438,1.54858693
2014-07-01,21305,1.36788,6.2,101.545,1011.125,1.2457,29.925,32.39,1.54810745
2014-07-02,21295,1.365725,6.2129,101.7785,1009.6,1.2476,29.922,32.375,1.54714939
2014-07-03,21308,1.360915,6.2124,102.2035,1009.18,1.24718,29.896,32.395,1.54452082
2014-07-04,21295,1.35943,6.2105,102.1225,1009.22,1.24635,29.904,32.375,1.54404386
2014-07-07,21275,1.360585,6.204,101.877,1011.5,1.2466,29.955,32.415,1.54440158
2014-07-08,21270,1.36116,6.20735,101.561,1012.61,1.243175,29.92,32.38,1.54499808
2014-07-09,21250,1.3641,6.1999,101.625,1012.3,1.242165,29.925,32.19,1.54643162
2014-07-10,21216,1.360745,6.2081,101.3425,1014.68,1.24125,29.949,32.19,1.54523682
2014-07-11,21188,1.36075,6.2056,101.26,1020.09,1.241,29.969,32.145,1.54487877
2014-07-14,21165,1.361985,6.2063,101.5345,1019.4,1.2413,29.99,32.135,1.54499808
2014-07-15,21175,1.35685,6.208,101.675,1027.25,1.2436,30.035,32.145,1.54332897
2014-07-16,21175,1.3527,6.204,101.665,1032.35,1.2425,30.02,32.11,1.54142583
2014-07-17,21175,1.3527,6.2038,101.175,1029.4,1.2438,30.072,32.19,1.54166347
2014-07-18,21190,1.35256,6.208,101.335,1029.5,1.2415,30.022,32.155,1.54118827
2014-07-21,21195,1.35235,6.2093,101.4175,1027.15,1.23955,30.02,31.91,1.54095078
2014-07-22,21201,1.3467,6.203,101.465,1024.55,1.2401,30.022,31.77,1.53834322
2014-07-23,21208,1.3464,6.1985,101.535,1024.5,1.237045,29.958,31.785,1.53787006
2014-07-24,21213,1.346415,6.1955,101.805,1030.18,1.2413,29.965,31.845,1.53692463
2014-07-25,21205,1.34355,6.1918,101.84,1026.2,1.2421,30.011,31.845,1.53527291
2014-07-28,21209,1.343955,6.1878,101.8445,1026.24,1.2417,29.976,31.81,1.53574447
2014-07-29,21220,1.341,6.1811,102.105,1026.46,1.2429,29.968,31.84,1.53374233
2014-07-30,21225,1.3396,6.1717,102.805,1024.55,1.24407,30.01,31.955,1.53221483
2014-07-31,21235,1.33885,6.1742,102.785,1028.25,1.24741,30.085,32.19,1.53151085
2014-08-01,21215,1.3431,6.1803,102.59,1034.71,1.247,30.028,32.135,1.532802
2014-08-04,21205,1.342285,6.1785,102.555,1033.4,1.246185,30.038,32.175,1.53291946
2014-08-05,21215,1.3372,6.171,102.615,1028.3,1.2477,30.04,32.215,1.53127633
2014-08-06,21195,1.3382,6.163,102.145,1034,1.24825,30.04,32.18,1.53174544
2014-08-07,21185,1.33612,6.1623,102.104,1037,1.2524,30.063,32.25,1.53057321
2014-08-08,21203,1.340475,6.1554,102.05,1032.78,1.25205,30.01,32.13,1.53209748
2014-08-11,21185,1.338425,6.1558,102.2,1030.7,1.2502,30.04,32.085,1.53104189
2014-08-12,21175,1.3368,6.158,102.2595,1027.3,1.2506,30.075,32.115,1.53057321
2014-08-13,21180,1.3363,6.15925,102.405,1029.89,1.249545,30.016,31.95,1.52870138
2014-08-14,21185,1.33645,6.1523,102.455,1021.4,1.246,30.016,31.845,1.52870138
2014-08-15,21185,1.3399,6.1475,102.375,1021.4,1.24555,29.988,31.885,1.53045611
2014-08-18,21180,1.336195,6.1457,102.59,1017.85,1.24535,30.022,31.83,1.52881822
2014-08-19,21180,1.3318,6.1441,102.905,1018,1.2478,30.043,31.91,1.52543667
2014-08-20,21180,1.32577,6.1463,103.725,1023.51,1.250915,30,32.015,1.5217226
2014-08-21,21180,1.3282,6.1515,103.834,1023,1.24945,30.001,31.98,1.52241761
2014-08-22,21175,1.32441,6.1515,103.945,1018.3,1.2493,30.015,31.94,1.52045009
2014-08-25,21185,1.31916,6.1545,104.043,1019.9,1.2502,30.025,31.98,1.51825705
2014-08-26,21190,1.31911,6.1552,104.077,1016.47,1.24976,29.962,31.93,1.51687525
2014-08-27,21175,1.319205,6.1459,103.865,1014.23,1.2474,29.873,31.9,1.5184876
2014-08-28,21175,1.3185,6.1428,103.715,1015.3,1.249375,29.938,31.955,1.5184876
2014-08-29,21175,1.31361,6.1435,104.075,1015.24,1.24878,29.887,31.955,1.51595544
2014-09-01,21175,1.313115,6.142,104.345,1013.2,1.249755,29.913,31.97,1.51572566
2014-09-02,21175,1.3131,6.1513,105.24,1018.33,1.2538,29.957,32.13,1.51343172
2014-09-03,21190,1.314815,6.1413,104.885,1019.85,1.2517,29.913,32.025,1.51446312
2014-09-04,21175,1.293005,6.1388,105.585,1019,1.25592,29.955,32.1,1.50387248
2014-09-05,21175,1.29517,6.1405,105.085,1024.53,1.25382,29.928,31.985,1.50421183
2014-09-08,21175,1.28913,6.1405,106.115,1024.5,1.2588,29.965,32.09,1.49823958
2014-09-09,21185,1.294105,6.1367,106.125,1034.6,1.261995,29.995,32.095,1.50003751
2014-09-10,21195,1.29166,6.1304,106.835,1033.78,1.263105,30.004,32.175,1.49958762
2014-09-11,21193,1.292255,6.1303,107.1225,1036.68,1.26377,30.036,32.175,1.50015005
2014-09-12,21191,1.29595,6.13445,107.35,1037.21,1.263,30.049,32.25,1.50161425
2014-09-15,21188,1.293855,6.1416,107.135,1038.34,1.264245,30.1505,32.275,1.50048767
2014-09-16,21186,1.2958,6.1454,107.145,1034.89,1.2605,30.152,32.205,1.50183977
2014-09-17,21190,1.284895,6.1394,108.535,1040.55,1.26914,30.24,32.31,1.49644595
2014-09-18,21195,1.29204,6.14,108.795,1044.89,1.26767,30.284,32.255,1.50003751
2014-09-19,21188,1.2831,6.1407,109.02,1042.35,1.26664,30.235,32.195,1.49443325
2014-09-22,21193,1.28503,6.14025,108.7505,1042.14,1.269085,30.288,32.27,1.49622205
2014-09-23,21193,1.2849,6.1373,108.545,1041.9,1.268215,30.235,32.25,1.49644595
2014-09-24,21185,1.277695,6.135,109.325,1040.075,1.267955,30.226,32.23,1.49287155
2014-09-25,21200,1.27552,6.136,108.625,1044.65,1.2696,30.3275,32.295,1.49175805
2014-09-26,21153,1.26841,6.127,109.285,1047.47,1.2743,30.341,32.355,1.48765252
2014-09-29,21225,1.26902,6.1546,109.395,1053.5,1.27442,30.504,32.4,1.4873206
2014-09-30,21210,1.26281,6.1533,109.6645,1056.55,1.27598,30.433,32.43,1.48467078
2014-10-01,21225,1.26215,6.1385,109.005,1063.1,1.272385,30.49,32.42,1.48467078
2014-10-02,21240,1.266825,6.1385,108.5125,1062,1.27219,30.47,32.44,1.48665726
2014-10-03,21195,1.25149,6.139,109.775,1069.28,1.28197,30.5,32.645,1.47688676
2014-10-06,21265,1.26436,6.139,108.865,1069.25,1.275935,30.463,32.62,1.48511177
2014-10-07,21265,1.26654,6.139,108.065,1069.8,1.2753,30.425,32.59,1.48665726
2014-10-08,21245,1.27408,6.139,108.135,1068,1.27317,30.405,32.54,1.4900909
2014-10-09,21190,1.268805,6.1379,107.825,1064.93,1.271725,30.4,32.45,1.48798454
2014-10-10,21225,1.26256,6.1313,107.68,1071.95,1.27593,30.445,32.46,1.48500152
2014-10-13,21195,1.272165,6.1255,107.045,1066,1.27118,30.43,32.42,1.49120194
2014-10-14,21210,1.26414,6.1255,107.3195,1065.4,1.276405,30.439,32.49,1.48500152
2014-10-15,21220,1.282045,6.1253,105.995,1061,1.27309,30.409,32.43,1.49510355
2014-10-16,21205,1.28044,6.1235,106.435,1060.9,1.27443,30.435,32.41,1.49420995
2014-10-17,21215,1.27601,6.1243,106.875,1063.3,1.27522,30.397,32.405,1.49164681
2014-10-20,21245,1.27943,6.1423,106.895,1056.15,1.270275,30.41,32.268,1.49398671
2014-10-21,21231,1.271375,6.1218,107.005,1055.4,1.27177,30.385,32.26,1.48975792
2014-10-22,21225,1.26414,6.1185,107.145,1053.3,1.27318,30.435,32.325,1.48621536
2014-10-23,21245,1.264945,6.1195,108.167,1060.15,1.276285,30.433,32.39,1.48467078
2014-10-24,21245,1.26697,6.1173,108.145,1056.98,1.27536,30.407,32.39,1.48643628
2014-10-27,21265,1.270235,6.1165,107.835,1052.13,1.27473,30.416,32.43,1.48820598
2014-10-28,21245,1.27372,6.1135,108.125,1047.75,1.272705,30.42,32.43,1.48953602
2014-10-29,21250,1.263185,6.111,108.825,1053.75,1.278635,30.4,32.53,1.48334941
2014-10-30,21225,1.26092,6.1145,109.225,1056.4,1.27726,30.423,32.54,1.48192057
2014-10-31,21240,1.2524,6.1127,112.315,1073.67,1.28635,30.482,32.6,1.47503504
2014-11-03,21275,1.24924,6.118,113.695,1083.15,1.29037,30.505,32.704,1.47134556
2014-11-04,21255,1.255165,6.1155,113.515,1078.35,1.28862,30.525,32.67,1.4748175
2014-11-05,21233,1.247755,6.114,114.645,1090.5,1.2939,30.64,32.79,1.47102092
2014-11-06,21265,1.238035,6.1145,115.175,1092.05,1.295835,30.6,32.83,1.46423604
2014-11-07,21275,1.24505,6.1233,114.625,1087.31,1.28915,30.595,32.775,1.46853661
2014-11-10,21190,1.242595,6.1195,114.795,1090.2,1.29075,30.585,32.82,1.46659824
2014-11-11,21275,1.24758,6.14075,115.735,1095.75,1.291765,30.62,32.86,1.46896806
2014-11-12,21275,1.242995,6.1262,115.595,1094.75,1.290835,30.607,32.85,1.46606073
2014-11-13,21295,1.247355,6.1248,115.795,1092.15,1.292545,30.65,32.79,1.46659824
2014-11-14,21301,1.25214,6.1295,116.295,1101.76,1.297,30.731,32.85,1.46778221
2014-11-17,21318,1.245,6.1247,116.625,1099.13,1.29848,30.706,32.79,1.46402168
2014-11-18,21360,1.25323,6.1213,116.875,1096.75,1.298245,30.775,32.77,1.46724379
2014-11-19,21285,1.25401,6.1195,118.1355,1110.98,1.302465,30.903,32.86,1.46767448
2014-11-20,21300,1.25432,6.1235,118.245,1112.65,1.300575,30.945,32.8,1.46702854
2014-11-21,21344,1.23909,6.1277,117.775,1111.66,1.29985,30.896,32.78,1.46060038
2014-11-24,21290,1.243395,6.1417,118.445,1116.5,1.30341,31.025,32.83,1.46295078
2014-11-25,21375,1.24796,6.136,117.8075,1111.35,1.29959,30.982,32.79,1.46466497
2014-11-26,21385,1.2505,6.139,117.615,1105.23,1.2982,30.915,32.76,1.46702854
2014-11-27,21385,1.24599,6.139,117.875,1101.63,1.300085,30.913,32.77,1.46477226
2014-11-28,21326,1.24484,6.14295,118.645,1112.25,1.3035,31.028,32.83,1.46241595
2014-12-01,21395,1.24702,6.152,118.315,1107.6,1.30597,31.085,32.8,1.46434327
2014-12-02,21375,1.23877,6.141,119.185,1115.55,1.310955,31.119,32.86,1.45889562
2014-12-03,21345,1.23142,6.1503,119.855,1115.95,1.312205,31.175,32.89,1.45592197
2014-12-04,21340,1.23859,6.1546,119.795,1112.095,1.312035,31.114,32.8925,1.45868282
2014-12-05,21335,1.2286,6.1502,121.505,1121.545,1.3227,31.109,32.8925,1.45222193
2014-12-08,21340,1.2315,6.1727,120.635,1112.545,1.318975,31.194,33.08,1.45507458
2014-12-09,21365,1.23882,6.12105,119.3535,1104.795,1.31608,31.1895,32.887,1.45836375
2014-12-10,21365,1.2481,6.17615,117.608,1101.995,1.3092,31.247,32.802,1.46359313
2014-12-11,21365,1.23933,6.12105,119.0105,1103.15,1.313685,31.258,32.8355,1.46166777
2014-12-12,21387.5,1.24635,6.18405,118.785,1104.495,1.3139,31.81,32.823,1.46348606
2014-12-15,21387.5,1.244035,6.189,117.7685,1098.895,1.311545,31.349,32.97,1.46241595
2014-12-16,21382.5,1.25109,6.18905,116.634,1080.995,1.3029,31.259,32.988,1.46810542
2014-12-17,21387.5,1.23371,6.1975,118.7725,1098.795,1.31232,31.331,32.96,1.4569826
2014-12-18,21387.5,1.22905,6.2129,118.947,1099.495,1.31421,31.433,32.8805,1.45549816
2014-12-19,21375,1.22295,6.2224,119.525,1099.995,1.31485,31.529,32.871,1.45190564
2014-12-22,21385,1.222325,6.22245,120.1565,1100.295,1.31973,31.578,32.901,1.45116822
2014-12-23,21385,1.217525,6.2263,120.665,1106.645,1.3252,31.76,32.9,1.44749223
2014-12-24,21387.5,1.219145,6.21955,120.398,1104.095,1.323405,31.793,32.886,1.44875046
2014-12-25,21387.5,1.22084,6.2103,120.3865,1102.095,1.323135,31.752,32.88,1.44875046
2014-12-26,21387.5,1.22025,6.22845,120.455,1104.545,1.324,31.749,32.923,1.4479114
2014-12-29,21387.5,1.215355,6.2215,120.6385,1100.945,1.324265,31.756,32.963,1.44655001
2014-12-30,21392.5,1.216175,6.20145,119.4365,1096.845,1.321505,31.689,32.89,1.44822596
2014-12-31,21387.5,1.21035,6.20615,119.35,1093.945,1.3255,31.658,32.8905,1.44581798
2015-01-01,21387.5,1.20872,6.20395,119.89,1093.445,1.324145,31.658,32.89,1.44581798
2015-01-02,21387.5,1.2002,6.206,120.485,1107.045,1.33135,31.813,32.9905,1.43822813
2015-01-05,21387.5,1.193775,6.2207,119.424,1109.845,1.334395,32.035,32.9675,1.43523503
2015-01-06,21436.5,1.187235,6.2075,118.6635,1098.895,1.333975,32.01,32.89,1.43328081
2015-01-07,21440,1.185355,6.2127,119.325,1098.595,1.33797,31.991,32.873,1.43000146
2015-01-08,21387.5,1.178895,6.214,119.8145,1095.895,1.337775,31.995,32.8695,1.42734802
2015-01-09,21365,1.181005,6.20455,119.3255,1090.655,1.33596,31.9535,32.8575,1.43122946
2015-01-12,21345,1.1832,6.2048,118.355,1082.445,1.335,31.864,32.8925,1.43122946
2015-01-13,21345,1.17774,6.19455,117.811,1078.495,1.333585,31.86,32.81,1.42897974
2015-01-14,21340,1.178415,6.193,117.4375,1082.645,1.334225,31.823,32.76,1.43092224
2015-01-15,21345,1.163635,6.1883,116.1355,1075.795,1.324195,31.626,32.75,1.4246029
2015-01-16,21340,1.1561,6.2086,117.615,1079.495,1.32655,31.466,32.571,1.42055562
2015-01-19,21355,1.159545,6.2184,117.7435,1079.495,1.333455,31.527,32.61,1.42166622
2015-01-20,21360,1.154565,6.2155,118.6565,1087.495,1.33854,31.682,32.729,1.41854033
2015-01-21,21380,1.16164,6.2092,117.862,1082.595,1.33576,31.52,32.58,1.42176726
2015-01-22,21360,1.13468,6.21195,118.715,1086.095,1.340175,31.436,32.58,1.40954261
2015-01-23,21350,1.12065,6.23395,117.665,1077.845,1.3446,31.26,32.5575,1.40311495
2015-01-26,21345,1.124955,6.2544,118.539,1080.445,1.343895,31.313,32.5775,1.40488904
2015-01-27,21345,1.136825,6.2426,117.779,1078.495,1.33945,31.065,32.52,1.41272869
2015-01-28,21345,1.128335,6.2515,117.5865,1086.745,1.35365,31.225,32.575,1.40845074
2015-01-29,21345,1.133475,6.2457,118.25,1100.445,1.35289,31.595,32.7485,1.40835153
2015-01-30,21317,1.1285,6.251,117.555,1102.545,1.3535,31.723,32.777,1.40795512
2015-02-02,21344.5,1.1339,6.2604,117.584,1099.945,1.352015,31.568,32.59,1.40964198
2015-02-03,21350,1.1458,6.2591,117.6615,1092.245,1.34598,31.469,32.6,1.41683199
2015-02-04,21340,1.131685,6.24795,117.2935,1088.295,1.34843,31.47,32.5925,1.41163187
2015-02-05,21284,1.14707,6.25205,117.5385,1087.095,1.344605,31.49,32.625,1.41854033
2015-02-06,21282,1.1315,6.2456,119.135,1098.045,1.353,31.66,32.6335,1.4094433
2015-02-09,21313.3,1.13264,6.2489,118.623,1095.595,1.3541,31.563,32.6,1.40994009
2015-02-10,21335,1.13186,6.24015,119.367,1099.345,1.354965,31.578,32.62,1.4094433
2015-02-11,21360,1.1311,6.2399,120.2055,1107.045,1.36008,31.587,32.646,1.4090461
2015-02-12,21340,1.14039,6.2439,118.895,1102.495,1.35554,31.274,32.6325,1.41472732
2015-02-13,21330,1.139,6.23935,118.81,1098.195,1.354,31.345,32.627,1.41472749
2015-02-16,21330,1.13323,6.2511,118.4925,1101.895,1.357415,31.452,32.6135,1.41312797
2015-02-17,21330,1.14041,6.2589,119.2185,1108.795,1.35623,31.603,32.59,1.41452721
2015-02-18,21330,1.13997,6.2521,118.695,1108.595,1.35708,31.647,32.5645,1.41532801
2015-02-19,21330,1.13659,6.2556,118.99,1111.695,1.358815,31.799,32.585,1.4137273
2015-02-20,21330,1.13845,6.25495,118.99,1110.695,1.36,31.737,32.557,1.41392719
2015-02-23,21330,1.13329,6.25695,118.917,1108.645,1.359665,31.748,32.57,1.4129283
2015-02-24,21340,1.133935,6.2474,118.9015,1113.695,1.357645,31.674,32.55,1.4129283
2015-02-25,21365,1.136395,6.25825,118.8275,1100.495,1.35376,31.43,32.5015,1.41472732
2015-02-26,21365,1.120245,6.25785,119.3855,1102.895,1.356715,31.467,32.3985,1.40587659
2015-02-27,21347.5,1.11965,6.26515,119.63,1101.045,1.36275,31.447,32.366,1.40617327
2015-03-02,21347.5,1.11767,6.27365,120.212,1102.645,1.366025,31.454,32.36,1.40400141
2015-03-03,21347.5,1.11825,6.2751,119.6425,1097.345,1.36212,31.328,32.35,1.40449441
2015-03-04,21365,1.10793,6.26735,119.651,1101.245,1.366865,31.454,32.4,1.39928654
2015-03-05,21355,1.103165,6.2671,120.0515,1102.145,1.37092,31.5,32.43,1.39674559
2015-03-06,21350,1.08435,6.2646,120.83,1111.395,1.3781,31.606,32.5695,1.38580942
2015-03-09,21355,1.083355,6.261,121.4275,1114.495,1.38109,31.522,32.59,1.38638572
2015-03-10,21360,1.0707,6.262,121.0475,1127.195,1.38887,31.701,32.721,1.37921523
2015-03-11,21355,1.05472,6.2646,121.4235,1131.995,1.38746,31.706,32.8745,1.37183621
2015-03-12,21365,1.0625,6.2598,121.317,1125.2,1.3808,31.601,32.8525,1.37438156
2015-03-13,21390,1.04965,6.2585,121.385,1138.045,1.3926,31.688,32.921,1.36733439
2015-03-16,21480,1.05718,6.2664,121.377,1130.745,1.389445,31.651,32.8995,1.37145993
2015-03-17,21475,1.05957,6.2525,121.285,1129.295,1.3888,31.515,32.92,1.371554
2015-03-18,21510,1.084805,6.2313,120.035,1111.895,1.37804,31.308,32.73,1.38417884
2015-03-19,21485,1.06689,6.19595,120.761,1121.595,1.38651,31.486,32.74,1.37532667
2015-03-20,21495,1.08205,6.21275,120.05,1113.495,1.3787,31.359,32.585,1.38446632
2015-03-23,21525,1.094785,6.2152,119.7535,1105.145,1.367835,31.282,32.5,1.39091732
2015-03-24,21540,1.09035,6.20885,119.785,1103.595,1.367735,31.234,32.499,1.38744364
2015-03-25,21505,1.096175,6.21225,119.527,1100.545,1.370465,31.269,32.55,1.39033717
2015-03-26,21515,1.08862,6.20975,119.2035,1104.945,1.369765,31.26,32.56,1.38648181
2015-03-27,21535,1.08905,6.20985,119.135,1104.045,1.3695,31.18,32.5625,1.38725117
2015-03-30,21545,1.08285,6.20785,120.0245,1107.495,1.376035,31.275,32.553,1.38322153
2015-03-31,21555,1.073865,6.2027,120.0025,1109.095,1.37325,31.272,32.5445,1.37978614
